NTD ID,Legacy NTD ID,Agency Name,Reporter Acronym,Doing Business As,Reporter Status,Reporter Type,Reporting Module,Organization Type,Reported By NTD ID,Reported by Name,Subrecipient Type,FY End Date,Original Due Date,Address Line 1,Address Line 2,P.O. Box,City,State,Zip Code,Zip Code Ext,Region,URL,FTA Recipient ID,Duns Number,Service Area Sq Miles,Service Area Pop,Primary UZA,UZA Name,Tribal Area Name,Population,Density,Sq Miles,VOMS DO,VOMS PT,Total VOMS,Volunteer Drivers,Personal Vehicles
5R06,5R06,Wisconsin Department of Transportation,,,,State Reporter,Rural,,,,,6/30/2017,10/31/2017,,,,,,,,,,,,,,,,,,,,,,,,
5R06-50218,5R06-052,City of Rice Lake,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,30 East Eau Claire Street,,,Rice Lake,WI,54868,,5,http://www.ci.rice-lake.wi.us,,171579683,,,,,,,,,,2,2,,
5R06-50220,5R06-040,City of Shawano,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,127 South Sawyer Street,,,Shawano,WI,54166,,5,http://www.shawanowi.gov,,113527113,,,,,,,,,,5,5,,
5R06-50226,5R06-055,Dunn County Transit Commission,,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,800 Wilson Avenue,Room 103,,Menominee,WI,54751,,5,http://www.co.dunn.wi.us,,77624328,,,,,,,,,4,,4,,
5R06-50229,5R06-056,City of Richland Center,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,450 South Main Street,,,Richland Center,WI,53581,,5,http://www.ci.richland-center.wi.us,,71157762,,,,,,,,,,2,2,,
5R06-50235,5R06-027,City of Monroe,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,1110 18th Avenue,,,Monroe,WI,53566,,5,http://www.cityofmonroe.org,,85490001,,,,,,,,,,9,9,,
5R06-50239,5R06-012,City of Black River Falls,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,101 South Second Street,,,Black River Falls,WI,54615,,5,http://www.blackriverfalls.com,,5297700,,,,,,,,,,3,3,,
5R06-50257,5R06-023,City of Marshfield,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,630 South Central Avenue,,,Marshfield,WI,54449,,5,http://www.ci.marshfield.wi.us,,74794413,,,,,,,,,,9,9,,
5R06-50266,5R06-042,City of Viroqua,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,202 North Main Street,,,Viroqua,WI,54665,,5,http://www.viroqua-wisconsin.com,,92315225,,,,,,,,,,4,4,,
5R06-50274,5R06-066,Jefferson Bus Lines,,,Active,Rural Reporter,Rural,Private-For-Profit Corporation,5R06,Wisconsin Department of Transportation,Intercity Bus,6/30/2017,10/31/2017,2100 E. 26th Street,,,Minneapolis,MN,55404,,5,http://www.jeffersonlines.com,,796370567,,,,,,,,,,,,,
5R06-50277,5R06-031,Village of Plover,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,2400 Post Road,,,Plover,WI,54467,,5,http://www.ploverwi.gov,,33595950,,,,,,,,,,3,3,,
5R06-50286,5R06-016,Grant County,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,8820 Hwy 35-61 South,,383,Lancaster,WI,53813,,5,http://www.grantcounty.org,,32725223,,,,,,,,,2,,2,,
5R06-50290,5R06-038,City of Ripon,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,100 East Jackson Street,,,Ripon,WI,54971,,5,http://www.cityofripon.com,,62083332,,,,,,,,,,5,5,,
5R06-50291,5R06-035,Village of Prairie du Sac,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,335 Galena Street,,,Prairie du Sac,WI,53578,,5,http://www.prairiedusac.net,,17963393,,,,,,,,,,2,2,,
5R06-50295,5R06-006,Rusk County Transit Commission,,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,311 East Miner Avenue,,40,Ladysmith,WI,54848,,5,http://www.ruskcounty.org,,76491364,,,,,,,,,7,,7,,
5R06-50303,5R06-039,City of River Falls,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,222 Lewis Street,,,River Falls,WI,54022,,5,http://www.rfcity.org,,77636629,,,,,,,,,,3,3,,
5R06-50318,5R06-009,City of Baraboo,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,135 Fourth Street,,,Baraboo,WI,53913,,5,http://www.cityofbaraboo.com,,84228527,,,,,,,,,,5,5,,
5R06-50319,5R06-044,City of Watertown,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,106 Jones Street,,,Watertown,WI,53094,,5,http://www.ci.watertown.wi.us,,12526505,,,,,,,,,,8,8,,
5R06-50336,5R06-045,City of Waupaca,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,111 South Main Street,,,Waupaca,WI,54981,,5,http://www.cityofwaupaca.org,,799898911,,,,,,,,,,6,6,,
5R06-50350,5R06-046,City of Waupun,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,201 East Main Street,,232,Waupun,WI,53963,,5,http://www.service-life.com/wi/cityofwaupun,,52790581,,,,,,,,,,2,2,,
5R06-50359,5R06-041,City of Stevens Point,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,2700 Week Street,,,Stevens Point,WI,54481,,5,http://www.stevenspoint.com,,797971736,,,,,,,,,7,,7,,
5R06-50360,5R06-029,City of New Richmond,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,156 East First Street,,,New Richmond,WI,54017,,5,http://www.ci.new-richmond.wi.us,,79733465,,,,,,,,,,2,2,,
5R06-50366,5R06-053,Door County,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,421 Nebraska Street,,,Sturgeon Bay,WI,54235,,5,http://www.co.door.wi.gov,,52071503,,,,,,,,,,14,14,,
5R06-50375,5R06-048,City of Whitewater,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,312 West Whitewater Street,,,Whitewater,WI,53190,,5,http://www.whitewater-wi.gov/residents/services/transportation,,27727528,,,,,,,,,,3,3,,
5R06-50376,5R06-067,Lamers Bus Lines,,,Active,Rural Reporter,Rural,Private-For-Profit Corporation,5R06,Wisconsin Department of Transportation,Intercity Bus,6/30/2017,10/31/2017,2407 South Point Road,,,Green Bay,WI,54313,,5,http://www.golamers.com,,65451080,,,,,,,,,,,,,
5R06-50391,5R06-014,City of Edgerton,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,12 Albion Street,,,Edgerton,WI,53534,,5,http://www.cityofedgerton.com,,784735243,,,,,,,,,,1,1,,
5R06-50396,5R06-018,City of Jefferson,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,317 South Main Street,,,Jefferson,WI,53549,,5,http://www.jeffersonwis.com,,54675129,,,,,,,,,,2,2,,
5R06-50400,5R06-015,City of Fort Atkinson,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,101 North Main Street,,,Fort Atkinson,WI,53538,,5,http://www.fortatkinsonwi.net,,78942810,,,,,,,,,,6,6,,
5R06-50401,5R06-008,Bay Area Rural Transit Commission,BART,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,2216 6th Street East,,,Ashland,WI,54806,,5,http://www.bartbus.com,,607848587,,,,,,,,,13,,13,,
5R06-50405,5R06-049,City of Wisconsin Rapids,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,444 West Grand Avenue,,,Wisconsin Rapids,WI,54495,,5,http://www.wirapids.org,,30203095,,,,,,,,,,8,8,,
5R06-50409,5R06-013,Clintonville Transit Commission,,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,50 10th St,,,Clintonville,WI,54929,,5,http://www.clintonvillewi.org,,30174916,,,,,,,,,,2,2,,
5R06-50418,5R06-062,City of Tomah,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,819 Superior Ave.,,,Tomah,WI,54660,,5,http://www.tomahonline.com,,85368819,,,,,,,,,,4,4,,
5R06-50431,5R06-030,City of Platteville,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,75 North Bronson Street,,,Platteville,WI,53818,,5,http://www.platteville.org,,40792392,,,,,,,,,,6,6,,
5R06-50432,5R06-073,County of Kenosha,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,8600 Sheridan Road #500,,,Kenosha,WI,53143,,5,http://www.kenoshacounty.org,,167671937,,,,,,,,,,4,4,,
5R06-50435,5R06-020,City of Lake Mills,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,200 D Water Street,,,Lake Mills,WI,53551,,5,http://www.ci.lake-mills.wi.us,,5793369,,,,,,,,,,1,1,,
5R06-50461,5R06-021,City of Manitowoc,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,ITC 915 South 11th St,,,Manitowoc,WI,54220,,5,http://www.manitowoc.org,,25970799,,,,,,,,,6,2,8,,
5R06-50466,5R06-010,City of Beaver Dam,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,205 South Lincoln Avenue,,,Beaver Dam,WI,53916,,5,http://www.cityofbeaverdam.com,,49510159,,,,,,,,,,12,12,,
5R06-50470,5R06-032,City of Portage,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,115 West Pleasant Street,,,Portage,WI,53901,,5,https://www.portagewi.gov,,931273150,,,,,,,,,,9,9,,
5R06-50478,5R06-022,City of Marinette,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,2100 E. 26th Street,,,Minneapolis,MN,55404,,5,http://www.marinette.wi.us,,74773615,,,,,,,,,,4,4,,
5R06-50482,5R06-034,City of Prairie du Chien,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,214 East Blackhawk Ave,,,Prairie du Chien,WI,53821,,5,http://www.prairieduchien-wi.gov,,839767050,,,,,,,,,,10,10,,
5R06-50490,5R06-036,City of Reedsburg,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,134 South Locust Street,,,Reedsburg,WI,53959,,5,http://www.reedsburgwi.gov,,45527376,,,,,,,,,,5,5,,
5R06-50491,5R06-025,City of Medford,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,639 South Second Street,,,Medford,WI,54451,,5,http://www.citymedfordwi.com,,93425742,,,,,,,,,,2,2,,
5R06-50500,5R06-037,City of Rhinelander,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,135 South Stevens Street,,,Rhinelander,WI,54501,,5,http://www.rhinelandercityhall.org/index.php?page=Shared-Ride-Title-VI,,791212223,,,,,,,,,,5,5,,
5R06-50505,5R06-026,City of Merrill,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,1004 East First Street,,,Merrill,WI,54452,,5,http://www.ci.merrill.wi.us,,74795634,,,,,,,,,4,,4,,
5R06-50506,5R06-011,City of Berlin,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,100 North Capron Street,,,Berlin,WI,54923,,5,http://www.1berlin.com,,8519626,,,,,,,,,,5,5,,
5R06-50507,5R06-007,Sawyer County/LCO Transit Commission,,Namekagon Transit,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,4760 W County Highway B,,,Hayward,WI,54843,,5,https://www.namekagontransit.com/,,47181717,,,,,,,,,15,,15,,
5R06-50513,5R06-024,City of Mauston,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,303 Mansion Street,,,Mauston,WI,53948,,5,http://www.mauston.com,,7088651,,,,,,,,,,2,2,,
5R06-55317,,"Wisconsin Coach Lines, Inc.",,,Active,Rural Reporter,Rural,Private-For-Profit Corporation,5R06,Wisconsin Department of Transportation,Intercity Bus,6/30/2017,10/31/2017,1520 Arcadian Avenue,,,Waukesha,WI,53186,,5,https://web.coachusa.com/wisconsincoach/,,6550586,,,,,,,,,,,,,
5R06-55318,,County of Walworth,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,100 W. Walworth Street,,,Elkhorn,WI,53121,,5,http://www.co.walworth.wi.us/Health%20and%20Human%20Services/Transportation/transportation-home.aspx,,71151526,,,,,,,,,,5,5,,
5R06-55319,,Oneida-Vilas Transit Commission,,Northwoods Transit Connections,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,,,454,Rhinelander,WI,54501,,5,http://northwoodstransit.org/,,80597598,,,,,,,,,11,,11,,
5R06-55327,,County of Clark,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",5R06,Wisconsin Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,517 Court Street,,,Neillsville,WI,54456,,5,http://www.co.clark.wi.us/index.aspx?NID=808,,620511741,,,,,,,,,,4,4,,
60001,6001,Amarillo City Transit,ACT,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,9/30/2017,1/31/2018,801 East 23rd,,1971,Amarillo,TX,79105,1971,6,http://amarillo.gov/,1530,65032807,74,"190,695",182,"Amarillo, TX",,"196,651","2,423",81,20,,20,,
60002,6T02,Chickasaw Nation,,,Active,Reduced Reporter,Tribe,Tribe,,,,9/30/2017,1/31/2018,PO Box 1548,,,Ada,OK,74821,1548,6,http://www.chickasaw.net/,5490,70848361,,,0,Oklahoma Non-UZA,"Chickasaw OTSA, OK",0,0,0,32,,32,,
60003,6T03,Choctaw Nation of Oklahoma,,,Active,Reduced Reporter,Tribe,Tribe,,,,9/30/2017,1/31/2018,P.O. Box 146,,146,Hugo,OK,74743,,6,http://cntransit.cnhsa.com,6705,80735806,,,0,Oklahoma Non-UZA,"Choctaw OTSA, OK",0,0,0,24,,24,,
60004,6T04,Citizen Potawatomi Nation,CPN,,Active,Reduced Reporter,Tribe,Tribe,,,,9/30/2017,1/31/2018,1601 South Gordon Cooper DR.,,,Shawnee,OK,74801,,6,http://www.potawatomi.org/,6715,53435525,,,0,Oklahoma Non-UZA,"Citizen Potawatomi Nation-Absentee Shawnee OTSA, OK",0,0,0,7,,7,,
