5 digit NTDID,4 digit NTDID,Reporter Name,Reporter Acronym,Reporter Status,Reporter Type,Organization Type,Fy End Date,Original Due Date,Address Line 1,Address Line 2,City,State,Zip Code,Zip Code Ext,Po Box,Region,URL,FTA Recipient ID,Duns Number,Service Area Sq Mi,Service Area Pop,Primary UZA,UZA Name,Population,Density,Sq Miles,Required Reporter,VOMS DO,VOMS PT,VOMS
50022,5022,Toledo Area Regional Transit Authority,TARTA,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,12/31/2014,4/30/2015,1127 West Central Avenue,,Toledo,OH,43697,0792,792,5,http://www.tarta.com/,1243,054170600,149,"407,784",80,"Toledo, OH-MI","507,643","2,111",240,Y,147,,147
50024,5024,Western Reserve Transit Authority,WRTA,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,12/31/2014,4/30/2015,604 Mahoning Avenue,,Youngstown,OH,44502,,,5,http://www.wrtaonline.com/,1234,074550203,216,"238,823",97,"Youngstown, OH-PA","387,550","1,608",241,Y,51,,51
50025,5025,Duluth Transit Authority,DTA,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,12/31/2014,4/30/2015,2402 West Michigan Street,,Duluth,MN,55806,1822,,5,http://www.duluthtransit.com/,1221,809394302,70,"116,566",260,"Duluth, MN-WI","120,378","1,708",70,Y,51,6,57
50026,5026,"City of Moorhead, DBA: Metropolitan Area Transit",MATBUS,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,500 Center Avenue,,Moorhead,MN,56561,,779,5,http://www.matbus.com/,1159,085357507,23,"42,527",194,"Fargo, ND-MN","176,676","2,514",70,Y,,10,10
50027,5027,Metro Transit ,none,Active,Full Reporter: Operating,"Subsidiary Unit of a Transit Agency, Reporting Separately",12/31/2014,4/30/2015,"560 Sixth Avenue, North",,Minneapolis,MN,55411,4398,,5,http://www.metrotransit.org/,1305,175974724,657,"1,843,207",16,"Minneapolis-St. Paul, MN-WI","2,650,890","2,594","1,022",Y,841,20,861
50028,5028,St. Cloud Metropolitan Transit Commission,Metro Bus,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,9/30/2014,1/31/2015,"665 Franklin Avenue, N.E.",,St. Cloud,MN,56304,,,5,http://www.stcloudmtc.com/,1223,135214724,29,"103,018",281,"St. Cloud, MN","110,621","2,202",50,Y,51,,51
50029,5029,Bay Metropolitan Transit Authority,Bay Metro,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,9/30/2014,1/31/2015,1510 North Johnson Street,,Bay City,MI,48708,,,5,http://www.baymetro.com/,1208,020842597,40,"107,000",390,"Bay City, MI","70,585","1,750",40,Y,62,,62
50030,5030,Battle Creek Transit,BCT,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,339 West Michigan,,Battle Creek,MI,49017,,,5,http://www.battlecreekmi.gov/,1214,020893244,73,"80,259",363,"Battle Creek, MI","78,393","1,479",53,Y,21,,21
50031,5031,Suburban Mobility Authority for Regional Transportation,SMART,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,535 Griswold,Suite 600,Detroit,MI,48226,,,5,http://www.smartbus.org/,1209,101552941,"1,074","3,734,090",11,"Detroit, MI","3,734,090","2,793","1,337",Y,281,38,319
50032,5032,Mass Transportation Authority ,MTA,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,9/30/2014,1/31/2015,1401 South Dort Highway,,Flint,MI,48503,,,5,http://www.mtaflint.org/,1216,020839320,640,"418,408",106,"Flint, MI","356,218","1,510",236,Y,177,2,179
50033,5033,Interurban Transit Partnership,The Rapid,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,9/30/2014,1/31/2015,"300 Ellsworth Avenue, S.W.",,Grand Rapids,MI,49503,4005,,5,http://www.ridetherapid.org/,1210,136563322,185,"482,740",70,"Grand Rapids, MI","569,935","2,031",281,Y,167,112,279
50034,5034,City of Jackson Transportation Authority,JTA,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,9/30/2014,1/31/2015,2350 East High Street,,Jackson,MI,49203,3490,,5,http://www.jacksontransit.com/,1217,602971053,58,"160,248",324,"Jackson, MI","90,057","1,562",58,Y,24,4,28
50035,5035,Kalamazoo Metro Transit System,Metro Transit,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,530 North Rose Street,,Kalamazoo,MI,49007,,,5,http://www.kalamazoocity.org/portal/metro.php/,1211,038616249,69,"209,703",173,"Kalamazoo, MI","209,703","1,593",132,Y,28,41,69
50036,5036,Capital Area Transportation Authority,CATA,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,9/30/2014,1/31/2015,4615 Tranter Avenue,,Lansing,MI,48910,,,5,http://www.cata.org/,1218,057676322,136,"287,598",118,"Lansing, MI","313,532","1,982",158,Y,116,60,176
50037,5037,Muskegon Area Transit System,MATS,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",9/30/2014,1/31/2015,2624 Sixth Street,,Muskegon Heights,MI,49444,,,5,http://www.matsbus.com/,1212,105780063,499,"172,188",207,"Muskegon, MI","161,280","1,436",112,Y,21,,21
50038,5038,Niles Dial-A-Ride,DART,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",9/30/2014,1/31/2015,623 North Second Street,,Niles,MI,49120,,,5,http://www.nilesdialaride.org/,1128,086780111,120,"237,932",136,"South Bend, IN-MI","278,165","1,727",161,Y,5,,5
50039,5039,Saginaw Transit Authority Regional Service,STARS,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,9/30/2014,1/31/2015,615 Johnson Street,"301 East Genesee, Suite 100",Saginaw,MI,48607,1575,,5,http://www.saginaw-stars.com/,5007,009481628,63,"127,000",253,"Saginaw, MI","126,265","1,773",71,Y,32,,32
50040,5040,Ann Arbor Area Transportation Authority,AAATA,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,9/30/2014,1/31/2015,2700 South Industrial Highway,,Ann Arbor,MI,48104,,,5,http://www.theride.org/,1220,050613900,84,"212,492",125,"Ann Arbor, MI","306,022","1,918",160,Y,71,44,115
50041,5041,City of Anderson Transportation System,CATS,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,120 East Eighth Street,530 Dale Jones Road,Anderson,IN,46016,,2100,5,http://www.cityofanderson.com/,1198,079572244,45,"55,957",330,"Anderson, IN","88,133","1,334",66,Y,15,,15
50042,5042,East Chicago Transit,ECT,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,5400 Cline Avenue,,East Chicago,IN,46312,,,5,http://www.eastchicago.com/page10/page90/index.html/,1193,108714270,11,"29,698",3,"Chicago, IL-IN","8,608,208","3,524","2,443",Y,4,,4
50043,5043,Metropolitan Evansville Transit System,METS,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,601 John Street,,Evansville,IN,47713,2752,,5,http://www.evansville.in.gov/METS/,2565,054276688,45,"122,961",159,"Evansville, IN-KY","229,351","1,930",119,Y,38,,38
50044,5044,Fort Wayne Public Transportation Corporation,Citilink,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,12/31/2014,4/30/2015,801 Leesburg Road,,Fort Wayne,IN,46808,2571,,5,http://www.fwcitilink.com/,1191,006937106,111,"268,485",119,"Fort Wayne, IN","313,492","1,821",172,Y,41,,41
50045,5045,Gary Public Transportation Corporation,GPTC,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,100 West 4th Avenue,,Gary,IN,46402,,M-64903,5,http://www.gptcbus.com/,1200,039339973,38,"102,746",3,"Chicago, IL-IN","8,608,208","3,524","2,443",Y,20,,20
50047,5047,Bloomington-Normal Public Transit System,Connect Transit,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,351 Wylie Drive,,Normal,IL,61761,,,5,http://www.connect-transit.com/,1181,079158168,46,"129,107",243,"Bloomington-Normal, IL","132,600","2,696",49,Y,37,,37
50050,5050,Indianapolis and Marion County Public Transportation,IndyGo,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,12/31/2014,4/30/2015,1501 West Washington Street,,Indianapolis,IN,46222,,,5,http://www.indygo.net/,1202,072083116,396,"928,281",33,"Indianapolis, IN","1,487,483","2,108",706,Y,133,67,200
50051,5051,Greater Lafayette Public Transportation Corporation,CityBus,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,12/31/2014,4/30/2015,1250 Canal Road,,Lafayette,IN,47902,0588,588,5,http://www.gocitybus.com/,1194,067880757,74,"134,333",223,"Lafayette, IN","147,725","2,304",64,Y,55,,55
50052,5052,South Bend Public Transportation Corporation,Transpo,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,12/31/2014,4/30/2015,1401 S. Lafayette Blvd.,,South Bend,IN,46613,,1437,5,http://www.sbtranspo.com/,1197,042838474,68,"154,346",136,"South Bend, IN-MI","278,165","1,727",161,Y,47,,47
50053,5053,Terre Haute Transit Utility,THTU,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,901 South 14th Street,,Terre Haute,IN,47807,4923,,5,http://www.terrehaute.in.gov/,2568,153437983,18,"59,614",316,"Terre Haute, IN","92,742","1,735",53,Y,11,,11
50054,5054,Muncie Indiana Transit System,MITS,Active,Full Reporter: Operating/Building,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,1300 East Seymour Street,,Muncie,IN,47302,,,5,http://www.mitsbus.org/,2053,048430987,27,"70,085",322,"Muncie, IN","90,580","1,941",47,Y,37,,37
50056,5056,Greater Peoria Mass Transit District,CityLink,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,2105 Northeast Jefferson Street,,Peoria,IL,61603,3587,,5,http://www.ridecitylink.org/,1179,045516218,105,"209,896",139,"Peoria, IL","266,921","1,860",144,Y,45,27,72
50057,5057,Rock Island County Metropolitan Mass Transit District,MetroLink,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,1515 River Drive,,Moline ,IL,61265,,,5,http://www.qcmetrolink.com/,1180,086042413,46,"120,378",134,"Davenport, IA-IL","280,051","2,026",138,Y,52,7,59
50058,5058,Rockford Mass Transit District,RMTD,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,520 Mulberry Street,,Rockford,IL,61101,1016,,5,http://www.rmtd.org/,1186,082039322,155,"296,863",127,"Rockford, IL","296,863","1,940",153,Y,49,,49
50059,5059,Springfield Mass Transit District,SMTD,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,928 South Ninth Street,,Springfield,IL,62703,2497,,5,http://www.smtd.org/,1187,062326152,65,"119,100",206,"Springfield, IL","161,316","1,747",92,Y,60,,60
50060,5060,Champaign-Urbana Mass Transit District,C-U MTD,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,1101 East University Avenue,,Urbana,IL,61802,2009,,5,http://www.cumtd.com/,1188,065236325,30,"141,471",224,"Champaign, IL","145,361","3,100",47,Y,107,13,120
50061,5061,Decatur Public Transit System,DPTS,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,555 East Wood Street,,Decatur,IL,62523,1325,,5,http://www.decaturil.gov/transit.htm/,1274,075613000,53,"81,337",313,"Decatur, IL","93,863","1,586",59,Y,28,7,35
50066,5066,Chicago Transit Authority,CTA,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,12/31/2014,4/30/2015,567 West Lake Street,,Chicago,IL,60661,1498,,5,http://www.transitchicago.com/,1182,005532205,314,"3,425,958",3,"Chicago, IL-IN","8,608,208","3,524","2,443",Y,"2,676",,"2,676"
50088,5088,Shoreline Metro,,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,608 South Commerce Street,,Sheboygan,WI,53081,4356,,5,http://www.shorelinemetro.com/,2059,076144153,23,"59,490",388,"Sheboygan, WI","71,313","2,133",33,Y,29,,29
50090,5090,Richland County Transit,RCT,Active,Small Systems Reporter,Independent Public Agency or Authority of Transit Service,12/31/2014,4/30/2015,35 North Park Street,,Mansfield,OH,44902,,,5,http://www.rctbuses.com/,1240,194174645,39,"66,787",372,"Mansfield, OH","75,250","1,496",50,Y,,14,14
50091,5091,Wausau Area Transit System,WATS,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,420 Plumer Street,,Wausau,WI,54403,6276,,5,http://metroride.ci.wausau.wi.us/,2061,933366296,19,"50,000",375,"Wausau, WI","74,632","1,592",47,Y,21,,21
50092,5092,City of Rochester Public Transportation,RPT,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,"201 4th Street, S.E.",Room 108,Rochester,MN,55904,,,5,http://www.RPTRide.com/,1222,077629467,51,"104,230",288,"Rochester, MN","107,677","2,129",51,Y,,41,41
50093,5093,Lima Allen County Regional Transit Authority,LACRTA,Active,Small Systems Reporter,Independent Public Agency or Authority of Transit Service,12/31/2014,4/30/2015,200 East High Street,,Lima,OH,45801,4424,,5,http://www.acrta.com/,1230,022368849,407,"106,094",381,"Lima, OH","72,852","1,392",52,Y,17,6,23
50095,5095,Lorain County Transit,LCT,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,226 Middle Avenue,,Elyria,OH,44035,,,5,http://www.loraincounty.us/transit/,1229,618080436,49,"127,025",191,"Lorain-Elyria, OH","180,956","1,806",100,Y,,5,5
50096,5096,City of Waukesha Transit Commission,Waukesha Metro Transit,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,2311 Badger Drive,,Waukesha,WI,53188,5932,,5,http://www.waukeshametro.org/,5019,073850166,43,"141,642",35,"Milwaukee, WI","1,376,476","2,523",546,Y,25,16,41
50098,5098,Michigan City Transit,MC Transit,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,1801 Kentucky Street,,Michigan City,IN,46360,,,5,http://emichigancity.com/,6273,051213551,20,"31,479",418,"Michigan City-La Porte, IN-MI","66,025","1,695",39,N,6,,6
50099,5099,Eau Claire Transit,ECT,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,910 Forest Street,,Eau Claire,WI,54703,,,5,http://www.ci.eau-claire.wi.us/,1319,020495156,28,"73,000",297,"Eau Claire, WI","102,852","1,491",69,Y,16,33,49
50103,5103,North Township of Lake County Dial-A-Ride,,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,5947 Hohman Avenue,,Hammond,IN,46320,,,5,http://www.northtownshiptrustee.com/,,045240165,51,"162,855",3,"Chicago, IL-IN","8,608,208","3,524","2,443",Y,6,32,38
50104,5104,Northern Indiana Commuter Transportation District,NICTD,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,12/31/2014,4/30/2015,33 East U.S. Highway 12,,Chesterton,IN,46304,,,5,http://www.nictd.com/,1201,049351778,"1,970","958,644",3,"Chicago, IL-IN","8,608,208","3,524","2,443",Y,66,,66
50107,5107,Henderson Area Rapid Transit,HART,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,P. O. Box 716,,Henderson,KY,42419,0716,716,5,http://www.cityofhendersonky.org/,2052,071339527,16,"27,000",159,"Evansville, IN-KY","229,351","1,930",119,Y,6,,6
50108,5108,Janesville Transit System,JTS,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,101 Black Bridge Rd.,,Janesville,WI,53545,0784,,5,http://www.ci.janesville.wi.us/,1322,073841025,28,"63,600",396,"Janesville, WI","69,658","2,263",31,Y,15,2,17
50109,5109,City of Beloit Transit System,BTS,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,1225 Willowbrook Road,,Beloit,WI,53511,,,5,http://www.beloittransit.com/,1318,073859266,16,"35,871",432,"Beloit, WI-IL","63,835","1,858",34,Y,9,2,11
50110,5110,Bloomington Public Transportation Corporation,BT,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,12/31/2014,4/30/2015,130 West Grimes Lane,,Bloomington,IN,47403,,,5,http://www.bloomingtontransit.com/,1909,156057846,21,"80,405",286,"Bloomington, IN","108,657","2,426",45,Y,36,,36
50113,5113,Pace - Suburban Bus Division,PACE,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,12/31/2014,4/30/2015,550 West Algonquin Road,,Arlington Heights,IL,60005,,,5,http://www.pacebus.com/,5118,131205833,"3,519","5,630,238",3,"Chicago, IL-IN","8,608,208","3,524","2,443",Y,"1,249",414,"1,663"
50117,5117,Laketran,,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,12/31/2014,4/30/2015,555 Lake Shore Blvd,,Grand River,OH,44045,0158,158,5,http://www.laketran.com/,3039,156034969,227,"229,885",25,"Cleveland, OH","1,780,673","2,307",772,Y,86,,86
50118,5118,Northeast Illinois Regional Commuter Railroad Corporation dba: Metra Rail,Metra,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,12/31/2014,4/30/2015,547 West Jackson Boulevard,,Chicago,IL,60661,,,5,http://www.Metrarail.com/,5005,052272150,"1,940","7,261,176",3,"Chicago, IL-IN","8,608,208","3,524","2,443",Y,"1,051",,"1,051"
