NTDID,Agency,Abbr,Active,Agency Type,Organization Type,Organization Type Desc,Institutional Structure Desc,Fiscal Year End,NTD Report Due Date,Address,Address Line 2,City,State,Zip,Zip4,P.O. Box,Region,Website,FTA Recipient ID,DUNS Number,Service Area (SQ Mi),Service Area Population,UZA,UZA Name,UZA Population,UZA Density,UZA SQ Mi,SSW,Required to Report,Operates FG/HI MB/DO,Operates FG/HI MB/PT,Operates FG/HI CB/DO,Operates FG/HI CB/PT,Directly Operated Vehicles,Purchased Transportation Vehicles,Total Vehicles of Maximum Service
5036,Capital Area Transportation Authority,CATA,A,1. Independent public agency or authority for transit service,Authority,,,9/30/2013,1/31/2014,4615 Tranter Avenue,,Lansing,MI,48910,,,5,www.cata.org,1218,57676322,136,"287,598",118,"Lansing, MI","313,532","1,982",158,N,Y,N,N,N,N,115,60,175
5037,Muskegon Area Transit System,MATS,A,"3. City, County or Local government unit or department of",City,,,9/30/2013,1/31/2014,2624 Sixth Street,,Muskegon Heights,MI,49444,,,5,www.matsbus.com,1212,105780063,527,"172,188",207,"Muskegon, MI","161,280","1,436",112,Y,Y,N,N,N,N,20,0,20
5038,Niles Dial-A-Ride,DART,A,"3. City, County or Local government unit or department of",City,,,9/30/2013,1/31/2014,623 North Second Street,,Niles,MI,49120,,,5,www.nilesdialaride.org,1128,86780111,120,"237,932",136,"South Bend, IN-MI","278,165","1,727",161,Y,Y,,N,N,N,5,0,5
5039,Saginaw Transit Authority Regional Service,STARS,A,1. Independent public agency or authority for transit service,Authority,,,9/30/2013,1/31/2014,615 Johnson Street,"301 East Genesee, Suite 100",Saginaw,MI,48607,1575,,5,www.saginaw-stars.com,5007,9481628,63,"127,000",253,"Saginaw, MI","126,265","1,773",71,N,Y,N,N,N,N,32,0,32
5040,Ann Arbor Transportation Authority,AATA,A,1. Independent public agency or authority for transit service,Authority,,,9/30/2013,1/31/2014,2700 South Industrial Highway,,Ann Arbor,MI,48104,,,5,www.theride.org,1220,50613900,81,"212,492",125,"Ann Arbor, MI","306,022","1,918",160,N,Y,N,N,N,N,68,41,109
5041,City of Anderson Transportation System,CATS,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,120 East Eighth Street,530 Dale Jones Road,Anderson,IN,46016,,2100,5,www.cityofanderson.com,1198,79572244,45,"55,957",330,"Anderson, IN","88,133","1,334",66,Y,Y,N,N,N,N,16,0,16
5042,East Chicago Transit,ECT,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,5400 Cline Avenue,,East Chicago,IN,46312,,,5,www.eastchicago.com/page10/page90/index.html,1193,108714270,11,"29,698",3,"Chicago, IL-IN","8,608,208","3,524","2,443",N,Y,N,N,N,N,4,0,4
5043,Metropolitan Evansville Transit System,METS,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,601 John Street,,Evansville,IN,47713,2752,,5,http://www.evansville.in.gov/METS,2565,54276688,45,"122,961",159,"Evansville, IN-KY","229,351","1,930",119,N,Y,N,N,N,N,38,0,38
5044,Fort Wayne Public Transportation Corporation,Citilink,A,1. Independent public agency or authority for transit service,Authority,,,12/31/2013,4/29/2014,801 Leesburg Road,,Fort Wayne,IN,46808,2571,,5,www.fwcitilink.com,1191,6937106,111,"255,824",119,"Fort Wayne, IN","313,492","1,821",172,N,Y,N,N,N,N,40,0,40
5045,Gary Public Transportation Corporation,GPTC,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,100 West 4th Avenue,,Gary,IN,46402,,M-64903,5,www.gptcbus.com,1200,39339973,38,"102,746",3,"Chicago, IL-IN","8,608,208","3,524","2,443",N,Y,N,N,N,N,20,0,20
5047,Bloomington-Normal Public Transit System,Connect Transit,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,351 Wylie Drive,,Normal,IL,61761,,,5,www.connect-transit.com,1181,79158168,46,"129,107",243,"Bloomington-Normal, IL","132,600","2,696",49,N,Y,N,N,N,N,33,0,33
5050,Indianapolis and Marion County Public Transportation,IndyGo,A,1. Independent public agency or authority for transit service,Authority,,,12/31/2013,4/29/2014,1501 West Washington Street,,Indianapolis,IN,46222,,,5,www.indygo.net,1202,72083116,396,"911,296",33,"Indianapolis, IN","1,487,483","2,108",706,N,Y,N,N,N,N,132,68,200
5051,Greater Lafayette Public Transportation Corporation,CityBus,A,1. Independent public agency or authority for transit service,Authority,,,12/31/2013,4/29/2014,1250 Canal Road,,Lafayette,IN,47902,588,588,5,www.gocitybus.com,1194,67880757,74,"134,333",223,"Lafayette, IN","147,725","2,304",64,N,Y,N,N,N,N,60,0,60
5052,South Bend Public Transportation Corporation,Transpo,A,1. Independent public agency or authority for transit service,Authority,,,12/31/2013,4/29/2014,1401 S. Lafayette Blvd.,,South Bend,IN,46613,,1437,5,www.sbtranspo.com,1197,42838474,68,"154,346",136,"South Bend, IN-MI","278,165","1,727",161,N,Y,N,N,N,N,47,0,47
5053,Terre Haute Transit Utility,THTU,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,901 South 14th Street,,Terre Haute,IN,47807,4923,,5,www.terrehaute.in.gov,2568,153437983,18,"59,614",316,"Terre Haute, IN","92,742","1,735",53,N,Y,N,N,N,N,10,0,10
5054,Muncie Indiana Transit System,MITS,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,1300 East Seymour Street,,Muncie,IN,47302,,,5,www.mitsbus.org,2053,48430987,27,"70,085",322,"Muncie, IN","90,580","1,941",47,N,Y,N,N,N,N,35,0,35
5056,Greater Peoria Mass Transit District,CityLink,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,2105 Northeast Jefferson Street,,Peoria,IL,61603,3587,,5,www.ridecitylink.org,1179,45516218,105,"209,896",139,"Peoria, IL","266,921","1,860",144,N,Y,N,N,N,N,48,27,75
5057,Rock Island County Metropolitan Mass Transit District,MetroLink,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,1515 River Drive,,Moline ,IL,61265,,,5,www.qcmetrolink.com,1180,86042413,46,"120,378",134,"Davenport, IA-IL","280,051","2,026",138,N,Y,N,N,N,N,52,6,58
5058,Rockford Mass Transit District,RMTD,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,520 Mulberry Street,,Rockford,IL,61101,1016,,5,www.rmtd.org,1186,82039322,155,"296,863",127,"Rockford, IL","296,863","1,940",153,N,Y,N,N,N,N,48,0,48
5059,Springfield Mass Transit District,SMTD,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,928 South Ninth Street,,Springfield,IL,62703,2497,,5,www.smtd.org,1187,62326152,65,"119,100",206,"Springfield, IL","161,316","1,747",92,N,Y,N,N,N,N,58,0,58
5060,Champaign-Urbana Mass Transit District,C-U MTD,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,1101 East University Avenue,,Urbana,IL,61802,2009,,5,www.cumtd.com,1188,65236325,30,"141,471",224,"Champaign, IL","145,361","3,100",47,N,Y,N,N,N,N,105,5,110
5061,Decatur Public Transit System,DPTS,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,555 East Wood Street,,Decatur,IL,62523,1325,,5,www.decaturil.gov/transit.htm,1274,75613000,53,"81,337",313,"Decatur, IL","93,863","1,586",59,N,Y,N,N,N,N,29,6,35
5066,Chicago Transit Authority,CTA,A,1. Independent public agency or authority for transit service,Authority,,,12/31/2013,4/29/2014,567 West Lake Street,,Chicago,IL,60661,1498,,5,www.transitchicago.com,1182,5532205,314,"3,425,958",3,"Chicago, IL-IN","8,608,208","3,524","2,443",N,Y,Y,N,N,N,"2,733",0,"2,733"
5088,Shoreline Metro,,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,608 South Commerce Street,,Sheboygan,WI,53081,4356,,5,www.shorelinemetro.com,2059,76144153,23,"59,490",388,"Sheboygan, WI","71,313","2,133",33,N,Y,N,N,N,N,25,0,25
5090,Richland County Transit,RCT,A,1. Independent public agency or authority for transit service,Authority,,,12/31/2013,4/29/2014,35 North Park Street,,Mansfield,OH,44902,,,5,www.rctbuses.com,1240,194174645,39,"68,011",372,"Mansfield, OH","75,250","1,496",50,Y,Y,,N,N,N,0,12,12
5091,Wausau Area Transit System,WATS,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,420 Plumer Street,,Wausau,WI,54403,6276,,5,http://metroride.ci.wausau.wi.us,2061,933366296,19,"50,000",375,"Wausau, WI","74,632","1,592",47,N,Y,N,N,N,N,21,0,21
5092,City of Rochester Public Transportation,RPT,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,"201 4th Street, S.E.",Room 108,Rochester,MN,55904,,,5,www.RPTRide.com,1222,77629467,147,"104,230",288,"Rochester, MN","107,677","2,129",51,N,Y,,N,N,N,0,35,35
5093,Lima Allen County Regional Transit Authority,LACRTA,A,1. Independent public agency or authority for transit service,Authority,,,12/31/2013,4/29/2014,200 East High Street,,Lima,OH,45801,4424,,5,www.acrta.com,1230,22368849,407,"106,094",381,"Lima, OH","72,852","1,392",52,Y,Y,,N,N,N,20,5,25
5095,Lorain County Transit,LCT,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,226 Middle Avenue,,Elyria,OH,44035,,,5,www.loraincounty.us/transit,1229,618080436,49,"127,025",191,"Lorain-Elyria, OH","180,956","1,806",100,Y,Y,,N,N,N,0,5,5
5096,City of Waukesha Transit Commission,Waukesha Metro Transit,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,2311 Badger Drive,,Waukesha,WI,53188,5932,,5,www.waukeshametro.org,5019,73850166,43,"141,642",35,"Milwaukee, WI","1,376,476","2,523",546,N,Y,Y,N,N,N,26,16,42
5098,Michigan City Transit,MC Transit,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,1801 Kentucky Street,,Michigan City,IN,46360,,,5,emichigancity.com,6273,51213551,20,"31,479",418,"Michigan City-La Porte, IN-MI","66,025","1,695",39,Y,N,N,N,N,N,9,0,9
5099,Eau Claire Transit,ECT,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,910 Forest Street,,Eau Claire,WI,54703,,,5,www.ci.eau-claire.wi.us,1319,20495156,28,"73,000",297,"Eau Claire, WI","102,852","1,491",69,N,Y,N,N,N,N,16,33,49
5103,North Township of Lake County Dial-A-Ride,,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,5947 Hohman Avenue,,Hammond,IN,46320,,,5,www.northtownshiptrustee.com,,45240165,51,"162,855",3,"Chicago, IL-IN","8,608,208","3,524","2,443",N,Y,,N,N,N,6,32,38
5104,Northern Indiana Commuter Transportation District,NICTD,A,1. Independent public agency or authority for transit service,Authority,,,12/31/2013,4/29/2014,33 East U.S. Highway 12,,Chesterton,IN,46304,,,5,www.nictd.com,1201,49351778,"1,970","958,644",3,"Chicago, IL-IN","8,608,208","3,524","2,443",N,Y,,N,N,N,66,0,66
5107,Henderson Area Rapid Transit,HART,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,P. O. Box 716,,Henderson,KY,42419,716,716,5,www.cityofhendersonky.org,2052,71339527,16,"27,000",159,"Evansville, IN-KY","229,351","1,930",119,Y,Y,N,N,N,N,6,0,6
5108,Janesville Transit System,JTS,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,900 North Parker Drive,,Janesville,WI,53545,710,,5,www.ci.janesville.wi.us,1322,73841025,28,"63,600",396,"Janesville, WI","69,658","2,263",31,Y,Y,N,N,N,N,14,2,16
5109,City of Beloit Transit System,BTS,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,1225 Willowbrook Road,,Beloit,WI,53511,,,5,www.beloittransit.com,1318,73859266,16,"35,871",432,"Beloit, WI-IL","63,835","1,858",34,Y,Y,N,N,N,N,9,2,11
5110,Bloomington Public Transportation Corporation,BT,A,1. Independent public agency or authority for transit service,Authority,,,12/31/2013,4/29/2014,130 West Grimes Lane,,Bloomington,IN,47403,,,5,www.bloomingtontransit.com,1909,156057846,21,"80,405",286,"Bloomington, IN","108,657","2,426",45,N,Y,N,N,N,N,36,0,36
5113,Pace - Suburban Bus Division,PACE,A,1. Independent public agency or authority for transit service,Authority,,,12/31/2013,4/29/2014,550 West Algonquin Road,,Arlington Heights,IL,60005,,,5,www.pacebus.com,5118,131205833,"3,519","5,630,238",3,"Chicago, IL-IN","8,608,208","3,524","2,443",N,Y,N,N,N,N,"1,206",407,"1,613"
5117,Laketran,,A,1. Independent public agency or authority for transit service,Authority,,,12/31/2013,4/29/2014,555 Lake Shore Blvd,,Grand River,OH,44045,158,158,5,www.laketran.com,3039,156034969,227,"229,885",25,"Cleveland, OH","1,780,673","2,307",772,N,Y,N,N,N,N,78,8,86
5118,Northeast Illinois Regional Commuter Railroad Corporation dba: Metra Rail,Metra,A,1. Independent public agency or authority for transit service,Authority,,,12/31/2013,4/29/2014,547 West Jackson Boulevard,,Chicago,IL,60661,,,5,www.Metrarail.com,5005,52272150,"3,721","7,261,176",3,"Chicago, IL-IN","8,608,208","3,524","2,443",N,Y,,N,N,N,"1,043",0,"1,043"
5119,City of Detroit Department of Transportation,DDOT,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,1301 East Warren,,Detroit,MI,48207,,,5,www.ridedetroittransit.com,2107,6530661,144,"713,777",11,"Detroit, MI","3,734,090","2,793","1,337",N,Y,N,N,N,N,223,225,448
5131,"Opportunity Enterprises, Inc.",OE,A,10. Private-non-profit corporation,Non-Profit,,,6/30/2013,10/29/2013,2801 Evans Avenue,,Valparaiso,IN,46383,,,5,www.oppent.org,1193,23695729,590,"160,105",3,"Chicago, IL-IN","8,608,208","3,524","2,443",N,Y,,N,N,N,15,0,15
5132,Twin Cities Area Transportation Authority,TCATA,A,1. Independent public agency or authority for transit service,Authority,,,9/30/2013,1/31/2014,275 East Wall Street,,Benton Harbor,MI,49022,837,837,5,mywaythere.org/tcata,1215,74330093,14,"27,000",443,"Benton Harbor-St. Joseph-Fair Plain, MI","61,022","1,308",47,Y,Y,N,N,N,N,25,0,25
5133,Chippewa Falls General Public Shared-Ride Taxi System,CFTN,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,30 West Central Street,,Chippewa Falls,WI,54729,,,5,www.chippewafalls-wi.gov,5254,84490614,11,"13,704",297,"Eau Claire, WI","102,852","1,491",69,Y,Y,,N,N,N,0,8,8
5138,City of Newark Transit Operations,Earthworks,I,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,40 West Main Street,Suite 407,Newark,OH,43055,5521,,5,www.earthworkstransit.org,5130,70551965,32,"57,883",369,"Newark, OH","76,068","1,806",42,Y,Y,,N,N,N,,,
5141,Detroit Transportation Corporation,Detroit People Mover,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,535 Griswold Suite 400,,Detroit,MI,48226,,,5,www.thepeoplemover.com,5574,607798118,3,"92,477",11,"Detroit, MI","3,734,090","2,793","1,337",N,Y,,N,N,N,10,0,10
5142,Steel Valley Regional Transit Authority,Steel Valley RTA,A,1. Independent public agency or authority for transit service,Authority,,,12/31/2013,4/29/2014,555 Adams Street,,Steubenville,OH,43952,1177,1177,5,www.svrta.com,5702,112741285,9,"68,726",389,"Weirton-Steubenville, WV-OH-PA","70,889","1,404",51,Y,Y,N,N,N,N,7,0,7
5143,Brunswick Transit Alternative,BTA,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,4095 Center Road,,Brunswick,OH,44212,,,5,www.brunswick.oh.us,,87711800,37,"46,638",25,"Cleveland, OH","1,780,673","2,307",772,N,Y,N,N,N,N,2,0,2
5145,City of Kokomo,COK,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,100 South Union Street,,Kokomo,IN,46901,4632,,5,www.kokomompo.com,5470,47216288,80,"69,682",437,"Kokomo, IN","62,182","1,715",36,N,Y,N,N,N,N,19,15,34
5146,Madison County Transit District,MCT,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,One Transit Way,,Granite City,IL,62040,7500,7500,5,www.mct.org/,5622,131055548,189,"232,298",20,"St. Louis, MO-IL","2,150,706","2,329",924,N,Y,,N,N,N,90,90,180
5148,Blue Water Area Transportation Commission,Blue Water Area Transit,A,1. Independent public agency or authority for transit service,Authority,,,9/30/2013,1/31/2014,2021 Lapeer Avenue,,Port Huron,MI,48060,4155,,5,www.bwbus.com,5636,138057034,700,"163,040",336,"Port Huron, MI","87,106","1,441",60,N,Y,N,N,N,N,51,151,202
5149,Michiana Area Council of Governments,MACOG,A,"7. MPO, COG or other planning agency (Describe)",MPO,Metropolitan Planning Organization (MPO)  Public agency or authority that contracts for some or all transit service (not a State DOT).,"Metropolitan Planning Organization (MPO)
",12/31/2013,4/29/2014,227 West Jefferson Boulevard,"County-City Building, Room 1120",South Bend,IN,46601,1830,,5,www.interurbantrolley.com,1288,179378658,90,"142,692",227,"Elkhart, IN-MI","143,592","1,563",92,N,Y,,N,N,N,0,26,26
5152,Onalaska Shared Ride Taxi City of Onalaska, ,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,415 Main Street,,Onalaska,WI,54650,2953,,5,www.cityofonalaska.com,5657,50422997,20,"32,251",298,"La Crosse, WI-MN","100,868","1,978",51,Y,Y,,N,N,N,0,9,9
5154,Metropolitan Council,,A,12. Consolidated reporter,Consolidated,,Consolidated report.,12/31/2013,4/29/2014,390 Robert St N,,St. Paul,MN,55101,1634,,5,www.metrocouncil.org,1305,175974724,"2,975","2,849,567",16,"Minneapolis-St. Paul, MN-WI","2,650,890","2,594","1,022",N,Y,,Y,N,N,0,508,508
5155,Metro Mobility,,A,"2. Subsidiary unit of a transit agency, reporting separately",Subsidiary,,,12/31/2013,4/29/2014,Metropolitan Council,390 North Robert Street,St. Paul,MN,55101,1805,,5,www.metrocouncil.org,1305,175974724,"1,111","2,314,701",16,"Minneapolis-St. Paul, MN-WI","2,650,890","2,594","1,022",N,Y,,N,N,N,0,375,375
5157,Butler County Regional Transit Authority,BCRTA,A,1. Independent public agency or authority for transit service,Authority,,,12/31/2013,4/29/2014,3045 Moser Court,Hamilton Enterprise Park,Hamilton,OH,45011,,,5,www.butlercountyrta.com,5774,37756165,53,"332,807",30,"Cincinnati, OH-KY-IN","1,624,827","2,063",788,N,Y,N,N,N,N,39,0,39
5158,University of Michigan Parking and Transportation Services,UMTS,A,5. University,University,,,6/30/2013,10/29/2013,523 S. Division St,Campus Box 2912,Ann Arbor,MI,48104,1611,,5,www.pts.umich.edu,,101570489,5,"64,000",125,"Ann Arbor, MI","306,022","1,918",160,N,N,N,N,N,N,38,0,38
5159,River Valley Metro Mass Transit District,RVMMTD,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,1137 E. 5000 N. Road,,Bourbonnais,IL,60914,,,5,www.rivervalleymetro.com,5809,825765808,27,"66,386",350,"Kankakee, IL","81,926","2,205",37,N,Y,,N,N,N,0,14,14
5160,Washington County Transit,,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,900 Lang Street,,West Bend,WI,53090,,,5,www.co.washington.wi.us,6195,52389079,435,"132,206",35,"Milwaukee, WI","1,376,476","2,523",546,N,Y,,N,N,N,0,32,32
5161,Ozaukee County Transit Services,OCTS,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,410 South Spring Street,,Port Washington,WI,53074,,994,5,www.ozaukeetransit.com,6155,71159479,235,"86,389",35,"Milwaukee, WI","1,376,476","2,523",546,N,Y,,N,N,N,5,22,27
5162,TransPorte,Our Citys Wheels,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,102 L Street,,Laporte,IN,46350,9082,,5,www.cityoflaporte.com,1193,74314246,13,"21,692",418,"Michigan City-La Porte, IN-MI","66,025","1,695",39,Y,Y,,N,N,N,7,0,7
5163,Licking County Transit Board,LCTB,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,745 East Main Street,,Newark,OH,43055,6932,,5,www.lcounty.com,6332,1315238,656,"108,609",369,"Newark, OH","76,068","1,806",42,N,Y,,N,N,N,0,40,40
5165,Greene County Transit Board,Greene CATS,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,571 Ledbetter Rd.,,Xenia,OH,45385,,,5,www.co.greene.oh.us/greenecats,6281,140994604,425,"147,886",59,"Dayton, OH","724,091","2,060",351,N,Y,,N,N,N,0,35,35
