Name,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,Primary UZA Population,Agency VOMS,Mode,TOS,Mode VOMS,Vehicle Operations Hours,Vehicle Operations Hours Questionable,Vehicle Maintenance Hours,Vehicle Maintenance Hours Questionable,Facility Maintenance Hours,Facility Maintenance Hours Questionable,General Administration Hours,General Administration Hours Questionable,Capital Labor Hours,Capital Labor Hours Questionable,Total Hours,Total Hours Questionable,Vehicle Operations Count,Vehicle Operations Count Questionable,Vehicle Maintenance Count,Vehicle Maintenance Count Questionable,Facility Maintenance Count,Facility Maintenance Count Questionable,General Administration Count,General Administration Count Questionable,Capital Labor Count,Capital Labor Count Questionable,Total Employee Count,Total Employee Count Questionable,Vehicle Operations Salary Expenses,Vehicle Operations Salary Expenses Questionable,Vehicle Maintenance Salary Expenses,Vehicle Maintenance Salary Expenses Questionable,Facility Maintenance Salary Expenses,Facility Maintenance Salary Expenses Questionable,General Administration Salary Expenses,General Administration Salary Expenses Questionable,Total Operating Salary Expenses,Total Operating Salary Expenses Questionable,Vehicle Operations Average Hourly Wage,Vehicle Operations Average Hourly Wage Questionable,Vehicle Maintenance Average Hourly Wage,Vehicle Maintenance Average Hourly Wage Questionable,Facility Maintenance Average Hourly Wage,Facility Maintenance Average Hourly Wage Questionable,General Administration Average Hourly Wage,General Administration Average Hourly Wage Questionable,Total Operating Average Hourly Wage,Total Operating Average Hourly Wage Questionable,Any data questionable?
St. Cloud Metropolitan Transit Commission,St. Cloud,MN,5028,50028,Independent Public Agency or Authority of Transit Service,Full Reporter,110621,53,MB,DO,27,135876,,14717,,2152,,20134,,0,,172879,,73.04,,8.8,,1.86,,11.62,,0,,95.32,,3157080,,426583,,35788,,460185,,4079636,,23.235,,28.9857,,0.2634,,22.8561,,23.5982,,No
St. Cloud Metropolitan Transit Commission,St. Cloud,MN,5028,50028,Independent Public Agency or Authority of Transit Service,Full Reporter,110621,53,DR,DO,22,71097,,6669,,975,,9123,,0,,87864,,42.08,,3.98,,0.84,,5.26,,0,,52.16,,1798226,,193296,,16216,,208521,,2216259,,25.2926,,28.9843,,0.2281,,22.8566,,25.2237,,No
Cambria County Transit Authority,Johnstown,PA,3012,30012,Independent Public Agency or Authority of Transit Service,Full Reporter,69014,53,IP,DO,2,6852,,933,,1400,,9908,,0,,19093,,4,,0.4,,0.6,,12.11,,0,,17.11,,75191,,15762,,22402,,190093,,303448,,10.9736,,16.8939,,3.2694,,19.1858,,15.8932,,No
Cambria County Transit Authority,Johnstown,PA,3012,30012,Independent Public Agency or Authority of Transit Service,Full Reporter,69014,53,DR,DO,19,27165,,5142,,1026,,3931,,0,,37264,,19.28,,2.31,,0.57,,2.54,,0,,24.7,,692722,,115800,,12639,,86150,,907311,,25.5005,,22.5204,,0.4653,,21.9155,,24.3482,,No
Concho Valley Transit District,San Angelo,TX,6102,60102,Independent Public Agency or Authority of Transit Service,Full Reporter,92984,53,MB,DO,15,30342,,0,,1007,,4864,,0,,36213,,19,,0,,1,,3,,0,,23,,389049,,0,,11098,,129165,,529312,,12.8221,,,,0.3658,,26.5553,,14.6166,,No
Greater Roanoke Transit Company,Roanoke,VA,3007,30007,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,210111,53,CB,DO,1,4330,,2665,,292,,1087,,0,,8374,,3,,1.3,,0.5,,1.5,,0,,6.3,,98267,,43598,,3921,,11897,,157683,,22.6945,,16.3595,,0.9055,,10.9448,,18.8301,,No
"Trans-Bridge Lines, Inc. ",Bethlehem,PA,2169,20169,Private-For-Profit Corporation,Full Reporter,18351295,52,CB,DO,52,256585,,68895,,5784,,76806,,0,,408070,,112,,35,,3,,51,,0,,201,,4580637,,1175884,,73739,,1631383,,7461643,,17.8523,,17.0678,,0.2874,,21.2403,,18.2852,,No
Bay Metropolitan Transit Authority,Bay City,MI,5029,50029,Independent Public Agency or Authority of Transit Service,Full Reporter,70585,52,MB,DO,38,79710,,15261,,4703,,15260,,0,,114934,,45,,10,,3,,8,,0,,66,,1474116,,322529,,90599,,370602,,2257846,,18.4935,,21.1342,,1.1366,,24.2858,,19.6447,,No
"Laredo Transit Management, Inc.",Laredo,TX,6009,60009,"City, County or Local Government Unit or Department of Transportation",Full Reporter,235730,52,MB,DO,35,197135,,47953,,15294,,12494,,0,,272876,,108,,28,,10,,7,,0,,153,,3909646,,988997,,255570,,222743,,5376956,,19.8323,,20.6243,,1.2964,,17.828,,19.7048,,No
"Laredo Transit Management, Inc.",Laredo,TX,6009,60009,"City, County or Local Government Unit or Department of Transportation",Full Reporter,235730,52,DR,DO,17,42255,,6278,,3823,,3124,,0,,55480,,22,,3.7,,2.5,,1.7,,0,,29.9,,844527,,161637,,63893,,55686,,1125743,,19.9864,,25.7466,,1.5121,,17.8252,,20.291,,No
Bay Metropolitan Transit Authority,Bay City,MI,5029,50029,Independent Public Agency or Authority of Transit Service,Full Reporter,70585,52,DR,DO,14,37794,,6541,,2016,,6540,,0,,52891,,19,,4,,1,,4,,0,,28,,793755,,138227,,38828,,158830,,1129640,,21.0021,,21.1324,,1.0274,,24.2859,,21.3579,,No
Douglas County Rideshare,Douglasville,GA,4082,40082,"City, County or Local Government Unit or Department of Transportation",Full Reporter,4515419,51,DR,DO,5,10400,Q,87,,0,,3011,,0,,13498,Q,12,,3,,0,,2,,0,,17,,71899,Q,1256,,0,,47506,,120661,Q,6.9134,Q,14.4368,,0,,15.7775,,8.9392,Q,Yes
Douglas County Rideshare,Douglasville,GA,4082,40082,"City, County or Local Government Unit or Department of Transportation",Full Reporter,4515419,51,VP,DO,46,1724,,2181,,0,,7492,,0,,11397,,1,,2,,0,,5,,0,,8,,31860,,37951,,0,,171188,,240999,,18.4803,,17.4007,,0,,22.8494,,21.1458,,No
Rockford Mass Transit District,Rockford,IL,5058,50058,Independent Public Agency or Authority of Transit Service,Full Reporter,296863,51,DR,DO,27,70978,,11861,,3659,,3555,,0,,90053,,35.4,,6.5,,2.2,,2,,0,,46.1,,1269231,,274060,,87448,,66170,,1696909,,17.882,,23.106,,1.232,,18.6132,,18.8434,,No
Rockford Mass Transit District,Rockford,IL,5058,50058,Independent Public Agency or Authority of Transit Service,Full Reporter,296863,51,MB,DO,24,121298,,20812,,7199,,17596,,0,,166905,,63.6,,11.5,,4.3,,9.9,,0,,89.3,,2820678,,587031,,147564,,739754,,4295027,,23.2541,,28.2064,,1.2165,,42.041,,25.7334,,No
Santee Wateree Regional Transportation Authority,Sumter,SC,4100,40100,Independent Public Agency or Authority of Transit Service,Full Reporter,73107,50,CB,DO,7,12823,,1453,,317,,1674,,0,,16267,,8.32,,0.84,,0.24,,1.08,,0,,10.48,,135891,,21998,,3242,,30445,,191576,,10.5974,,15.1397,,0.2528,,18.187,,11.777,,No
Transfort ,Fort Collins,CO,8011,80011,"City, County or Local Government Unit or Department of Transportation",Full Reporter,264465,50,RB,DO,6,44465,,0,,0,,10516,,0,,54981,,28.6,,0,,0,,5.8,,0,,34.4,,1180831,,0,,0,,257503,,1438334,,26.5564,,,,0,,24.4868,,26.1606,,No
Lower Rio Grande Valley Development Council,Weslaco,TX,6090,60090,"MPO, COG or Other Planning Agency",Full Reporter,728825,50,DR,DO,5,7612,,1013,,0,,1100,,0,,9725,,4.02,,0.58,,0,,0.61,,0,,5.21,,57731,,15273,,0,,18742,,91746,,7.5842,,15.077,,0,,17.0382,,9.434,,No
Western Reserve Transit Authority,Youngstown,OH,5024,50024,Independent Public Agency or Authority of Transit Service,Full Reporter,387550,50,MB,DO,34,127847,,26781,,1948,,7907,,0,,164483,,58,,14.5,,0.9,,4.5,,0,,77.9,,2928638,,648082,,39758,,246815,,3863293,,22.9074,,24.1993,,0.311,,31.2147,,23.4875,,No
Santee Wateree Regional Transportation Authority,Sumter,SC,4100,40100,Independent Public Agency or Authority of Transit Service,Full Reporter,73107,50,DR,DO,32,19509,,3511,,767,,4046,,0,,27833,,11.19,,2.03,,0.58,,2.61,,0,,16.41,,205208,,53161,,7835,,78408,,344612,,10.5186,,15.1413,,0.4016,,19.3791,,12.3814,,No
Transfort ,Fort Collins,CO,8011,80011,"City, County or Local Government Unit or Department of Transportation",Full Reporter,264465,50,MB,DO,32,162255,,0,,0,,38376,,0,,200631,,104.4,,0,,0,,21.2,,0,,125.6,,4308853,,0,,0,,939630,,5248483,,26.5561,,,,0,,24.4848,,26.1599,,No
Lower Rio Grande Valley Development Council,Weslaco,TX,6090,60090,"MPO, COG or Other Planning Agency",Full Reporter,728825,50,CB,DO,26,24468,,3500,,0,,4383,,0,,32351,,14.1,,1.89,,0,,2.44,,0,,18.43,,275936,,41454,,0,,64753,,382143,,11.2774,,11.844,,0,,14.7737,,11.8124,,No
Lower Rio Grande Valley Development Council,Weslaco,TX,6090,60090,"MPO, COG or Other Planning Agency",Full Reporter,728825,50,MB,DO,19,57186,,8015,,0,,10392,,0,,75593,,31.04,,4.5,,0,,5.77,,0,,41.31,,900000,,161453,,0,,279527,,1340980,,15.7381,,20.1439,,0,,26.8983,,17.7395,,No
Eau Claire Transit,Eau Claire,WI,5099,50099,"City, County or Local Government Unit or Department of Transportation",Full Reporter,102852,50,MB,DO,16,53994,,9033,,0,,5889,,0,,68916,,25,,6,,0,,5,,0,,36,,1501857,,252040,,0,,180145,,1934042,,27.8153,,27.9021,,0,,30.5901,,28.0638,,No
Western Reserve Transit Authority,Youngstown,OH,5024,50024,Independent Public Agency or Authority of Transit Service,Full Reporter,387550,50,DR,DO,16,38153,,1032,,195,,879,,0,,40259,,18,,0.6,,0.1,,0.5,,0,,19.2,,884667,,24895,,4418,,27424,,941404,,23.1874,,24.1231,,0.1158,,31.1991,,23.3837,,No
Santee Wateree Regional Transportation Authority,Sumter,SC,4100,40100,Independent Public Agency or Authority of Transit Service,Full Reporter,73107,50,MB,DO,11,22510,,7144,,1560,,8232,,0,,39446,,14.49,,4.13,,1.18,,5.31,,0,,25.11,,259724,,108155,,15940,,159520,,543339,,11.5382,,15.1393,,0.7081,,19.378,,13.7742,,No
City of Gardena Transportation Department,Gardena,CA,9042,90042,"City, County or Local Government Unit or Department of Transportation",Full Reporter,12150996,49,DR,DO,6,12501,,920,,143,,1906,,0,,15470,,7.4,,0.65,,0.08,,1.39,,0,,9.52,,329812,,25044,,3656,,67386,,425898,,26.3828,,27.2217,,0.2925,,35.3547,,27.5306,,No
Western Piedmont Regional Transit Authority ,Conover,NC,4172,40172,Independent Public Agency or Authority of Transit Service,Full Reporter,212195,49,MB,DO,6,39321,,1758,,0,,6970,,0,,48049,,23,,1,,0,,4,,0,,28,,577772,,39992,,0,,178797,,796561,,14.6937,,22.7486,,0,,25.6524,,16.5781,,No
Culver City Municipal Bus Lines,Culver City,CA,9039,90039,"City, County or Local Government Unit or Department of Transportation",Full Reporter,12150996,49,MB,DO,47,249424,,23908,,2656,,17901,,0,,293889,,134.53,,11.94,,1.33,,9.12,,0,,156.92,,7802591,,1396035,,155115,,744614,,10098355,,31.2824,,58.392,,0.6219,,41.5962,,34.3611,,No
City of Gardena Transportation Department,Gardena,CA,9042,90042,"City, County or Local Government Unit or Department of Transportation",Full Reporter,12150996,49,MB,DO,43,186525,,34897,,8334,,12990,,0,,242746,,107.6,,21.15,,5.28,,12.61,,0,,146.64,,6891655,,1339122,,215442,,753937,,9200156,,36.9476,,38.3736,,1.155,,58.0398,,37.9003,,No
Western Piedmont Regional Transit Authority ,Conover,NC,4172,40172,Independent Public Agency or Authority of Transit Service,Full Reporter,212195,49,DR,DO,43,71122,,3958,,0,,14335,,0,,89415,,42,,2,,0,,7,,0,,51,,897002,,71097,,0,,317861,,1285960,,12.6122,,17.9629,,0,,22.1738,,14.3819,,No
Northwest Alabama Council of Local Governments,Muscle Shoals,AL,4068,40068,"MPO, COG or Other Planning Agency",Full Reporter,77074,49,DR,DO,39,37703,,0,,0,,4555,,0,,42258,,34,,0,,0,,4,,0,,38,,358666,,0,,0,,110403,,469069,,9.5129,,,,0,,24.2378,,11.1001,,No
"Dutchess County Department of Public Works, Division of Public Transit",Poughkeepsie,NY,2010,20010,"City, County or Local Government Unit or Department of Transportation",Full Reporter,423566,49,MB,DO,34,85892,,13930,,1228,,6240,,0,,107290,,60,,7,,0.5,,3,,0,,70.5,,1987510,,445276,,35534,,245405,,2713725,,23.1396,,31.9653,,0.4137,,39.3277,,25.2934,,No
Portage Area Regional Transportation Authority,Kent,OH,5021,50021,Independent Public Agency or Authority of Transit Service,Full Reporter,569499,49,DR,DO,26,64161,,14851,,2555,,11177,,877,,93621,,36.6,,8.2,,0.5,,6.8,,0.5,,52.6,,1253495,,357901,,38742,,363785,,2013923,,19.5367,,24.0995,,0.6038,,32.5476,,21.5114,,No
Portage Area Regional Transportation Authority,Kent,OH,5021,50021,Independent Public Agency or Authority of Transit Service,Full Reporter,569499,49,MB,DO,23,112662,,17645,,3036,,13280,,1043,,147666,,93.5,,9.8,,0.5,,8.2,,0.5,,112.5,,1489382,,425252,,46033,,432244,,2392911,,13.2199,,24.1004,,0.4086,,32.5485,,16.2049,,No
Culver City Municipal Bus Lines,Culver City,CA,9039,90039,"City, County or Local Government Unit or Department of Transportation",Full Reporter,12150996,49,DR,DO,2,3778,,228,,12,,520,,0,,4538,,2,,0.11,,0.01,,0.27,,0,,2.39,,111200,,14146,,744,,19356,,145446,,29.4336,,62.0439,,0.1969,,37.2231,,32.0507,,No
"Dutchess County Department of Public Works, Division of Public Transit",Poughkeepsie,NY,2010,20010,"City, County or Local Government Unit or Department of Transportation",Full Reporter,423566,49,DR,DO,15,62000,,9520,,1237,,5181,,0,,77938,,39,,4,,0.5,,3,,0,,46.5,,1119005,,224750,,29364,,111117,,1484236,,18.0485,,23.6082,,0.4736,,21.447,,19.0438,,No
South Bend Public Transportation Corporation,South Bend,IN,5052,50052,Independent Public Agency or Authority of Transit Service,Full Reporter,278165,48,MB,DO,35,154781,,13233,,4539,,10660,,0,,183213,,62,,6,,3.2,,5,,0,,76.2,,3560753,,554795,,61605,,340879,,4518032,,23.0051,,41.9251,,0.398,,31.9774,,24.66,,No
South Bend Public Transportation Corporation,South Bend,IN,5052,50052,Independent Public Agency or Authority of Transit Service,Full Reporter,278165,48,DR,DO,13,32287,,4326,,1976,,4257,,0,,42846,,12,,2,,1,,2,,0,,17,,567694,,91944,,22116,,62143,,743897,,17.5827,,21.2538,,0.685,,14.5978,,17.3621,,No
Kanawha Valley Regional Transportation Authority,Charleston,WV,3001,30001,Independent Public Agency or Authority of Transit Service,Full Reporter,153199,47,MB,DO,36,172848,,48004,,3582,,19464,,0,,243898,,89,,25,,1.8,,10,,0,,125.8,,3637072,,1027041,,65802,,452354,,5182269,,21.042,,21.3949,,0.3807,,23.2405,,21.2477,,No
San Luis Obispo Regional Transit Authority,San Luis Obispo,CA,9206,90206,Independent Public Agency or Authority of Transit Service,Full Reporter,59219,47,MB,DO,25,108789,,17730,,0,,7265,,0,,133784,,68.91,,9.27,,0,,4,,0,,82.18,,1965783,,466246,,0,,255990,,2688019,,18.0697,,26.297,,0,,35.2361,,20.0922,,No
San Luis Obispo Regional Transit Authority,San Luis Obispo,CA,9206,90206,Independent Public Agency or Authority of Transit Service,Full Reporter,59219,47,DR,DO,22,67364,,12523,,0,,5663,,0,,85550,,36.84,,6.61,,0,,3.12,,0,,46.57,,1225611,,343645,,0,,199547,,1768803,,18.1939,,27.4411,,0,,35.237,,20.6757,,No
Kanawha Valley Regional Transportation Authority,Charleston,WV,3001,30001,Independent Public Agency or Authority of Transit Service,Full Reporter,153199,47,DR,DO,11,25350,,4174,,312,,1620,,0,,31456,,11,,2,,0.2,,0.9,,0,,14.1,,316267,,89308,,5722,,39335,,450632,,12.476,,21.3963,,0.2257,,24.2809,,14.3258,,No
Alamo Area Council of Governments,San Antonio ,TX,6130,60130,"MPO, COG or Other Planning Agency",Full Reporter,1758210,46,DR,DO,46,98924,,3281,,0,,12321,,0,,114526,,61,,2,,0,,9,,0,,72,,1089638,,47831,,0,,271253,,1408722,,11.0149,,14.5782,,0,,22.0155,,12.3005,,No
"Orange-Newark-Elizabeth, Inc.",Elizabeth,NJ,2166,20166,Private-For-Profit Corporation,Full Reporter,18351295,46,MB,DO,46,214962,,30549,,6587,,6745,,0,,258843,,107,,12,,3,,3,,0,,125,,4868159,,699077,,203198,,267447,,6037881,,22.6466,,22.8838,,0.9453,,39.6511,,23.3264,,No
The Wave Transit System,Mobile,AL,4043,40043,"City, County or Local Government Unit or Department of Transportation",Full Reporter,326183,46,DR,DO,25,54039,,7973,,978,,14988,,0,,77978,,29,,4,,0.5,,8,,0,,41.5,,996648,,187455,,13168,,135449,,1332720,,18.4431,,23.5112,,0.2437,,9.0372,,17.091,,No
The Wave Transit System,Mobile,AL,4043,40043,"City, County or Local Government Unit or Department of Transportation",Full Reporter,326183,46,MB,DO,21,106191,,31893,,978,,11079,,0,,150141,,54,,16,,0.5,,6,,0,,76.5,,1982875,,456484,,13167,,215912,,2668438,,18.6727,,14.313,,0.124,,19.4884,,17.7729,,No
"Clay County Council on Aging, Inc.",Green Cove Springs,FL,,40245,Private-Non-Profit Corporation,Full Reporter,1065219,45,MB,DO,7,16949,,0,,0,,5895,,0,,22844,,9,,0,,0,,3,,0,,12,,192565,,0,,0,,80265,,272830,,11.3614,,,,0,,13.6158,,11.9432,,No
"Clay County Council on Aging, Inc.",Green Cove Springs,FL,,40245,Private-Non-Profit Corporation,Full Reporter,1065219,45,DR,DO,38,74436,,0,,0,,18651,,0,,93087,,45,,0,,0,,11,,0,,56,,678399,,0,,0,,280229,,958628,,9.1139,,,,0,,15.0249,,10.2982,,No
Manatee County Area Transit,Bradenton,FL,4026,40026,"City, County or Local Government Unit or Department of Transportation",Full Reporter,643260,45,MB,DO,23,144461,,7378,,1538,,15448,,0,,168825,,83,,4,,1,,8.74,,0,,96.74,,2312685,,91653,,35335,,393467,,2833140,,16.0091,,12.4225,,0.2446,,25.4704,,16.7815,,No
Manatee County Area Transit,Bradenton,FL,4026,40026,"City, County or Local Government Unit or Department of Transportation",Full Reporter,643260,45,DR,DO,22,69104,,2329,,0,,3987,,0,,75420,,38,,1,,0,,2.26,,0,,41.26,,1040034,,28113,,0,,97146,,1165293,,15.0503,,12.0708,,0,,24.3657,,15.4507,,No
Central Oregon Intergovernmental Council,Bend,OR,57,57,"MPO, COG or Other Planning Agency",Full Reporter,83794,44,DR,DO,9,32367,,0,,316,,6106,,0,,38789,,25.3,,0,,0.25,,3.3,,0,,28.85,,439067,,0,,4943,,148831,,592841,,13.5653,,,,0.1527,,24.3745,,15.2837,,No
Clermont Transportation Connection,Batavia,OH,5166,50166,"City, County or Local Government Unit or Department of Transportation",Full Reporter,1624827,44,MB,DO,9,17800,,0,,0,,1877,,0,,19677,,10,,0,,0,,1,,0,,11,,208988,,0,,0,,25328,,234316,,11.7409,,,,0,,13.4939,,11.9081,,No
"Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway",Staten Island,NY,2099,20099,Independent Public Agency or Authority of Transit Service,Full Reporter,18351295,44,HR,DO,44,206684,,96090,,242944,,54390,,0,,600108,,114,,53,,134,,30,,0,,331,,8281298,,3917980,,10251929,,3825623,,26276830,,40.0674,,40.7741,,49.6019,,70.3369,,43.7868,,No
Bloomington-Normal Public Transit System,Normal,IL,5047,50047,Independent Public Agency or Authority of Transit Service,Full Reporter,132600,44,MB,DO,31,154448,,19448,,9152,,20373,,0,,203421,,78.4,,9.69,,4.56,,8.25,,0,,100.9,,3450855,,480522,,237076,,517157,,4685610,,22.3432,,24.708,,1.535,,25.3844,,23.0341,,No
Clermont Transportation Connection,Batavia,OH,5166,50166,"City, County or Local Government Unit or Department of Transportation",Full Reporter,1624827,44,DR,DO,16,35920,,0,,0,,1657,,0,,37577,,18,,0,,0,,1,,0,,19,,413017,,0,,0,,50068,,463085,,11.4982,,,,0,,30.2161,,12.3236,,No
Bloomington-Normal Public Transit System,Normal,IL,5047,50047,Independent Public Agency or Authority of Transit Service,Full Reporter,132600,44,DR,DO,13,38612,,6483,,3051,,6791,,0,,54937,,19.6,,3.23,,1.52,,2.75,,0,,27.1,,856879,,154433,,79384,,216871,,1307567,,22.192,,23.8212,,2.0559,,31.9351,,23.8012,,No
Central Oregon Intergovernmental Council,Bend,OR,57,57,"MPO, COG or Other Planning Agency",Full Reporter,83794,44,CB,DO,12,26521,,0,,325,,8443,,0,,35289,,19.2,,0,,0.25,,4.7,,0,,24.15,,474412,,0,,5102,,158893,,638407,,17.8882,,,,0.1924,,18.8195,,18.0908,,No
Central Oregon Intergovernmental Council,Bend,OR,57,57,"MPO, COG or Other Planning Agency",Full Reporter,83794,44,MB,DO,1,1891,,0,,0,,335,,0,,2226,,1,,0,,0,,0.2,,0,,1.2,,33867,,0,,0,,8411,,42278,,17.9096,,,,0,,25.1075,,18.9928,,No
Greater Lynchburg Transit Company,Lynchburg,VA,3008,30008,Independent Public Agency or Authority of Transit Service,Full Reporter,116636,43,MB,DO,32,133030,,16506,,12105,,22972,,0,,184613,,72.6,,9,,8,,13,,0,,102.6,,2471434,,478951,,171616,,388533,,3510534,,18.578,,29.0168,,1.2901,,16.9133,,19.0156,,No
Link Transit,Wenatchee,WA,43,43,Independent Public Agency or Authority of Transit Service,Full Reporter,67227,43,MB,DO,30,121985,,26222,,8008,,33458,,1491,,191164,,71.5,,16.2,,4.9,,18.6,,0.8,,112,,2723758,,773074,,170660,,1080839,,4748331,,22.3286,,29.4819,,1.399,,32.3044,,24.839,,No
Fort Wayne Public Transportation Corporation,Fort Wayne,IN,5044,50044,Independent Public Agency or Authority of Transit Service,Full Reporter,313492,43,MB,DO,28,139741,,22861,,2616,,6820,,0,,172038,,73.3,,13.3,,1.3,,3.8,,0,,91.7,,3372037,,565015,,46748,,180453,,4164253,,24.1306,,24.7152,,0.3345,,26.4594,,24.2054,,No
Fort Wayne Public Transportation Corporation,Fort Wayne,IN,5044,50044,Independent Public Agency or Authority of Transit Service,Full Reporter,313492,43,DR,DO,15,44310,,3419,,868,,2263,,0,,50860,,22.7,,2,,0.4,,1.2,,0,,26.3,,857555,,76277,,15515,,59889,,1009236,,19.3535,,22.3097,,0.3501,,26.4644,,19.8434,,No
Link Transit,Wenatchee,WA,43,43,Independent Public Agency or Authority of Transit Service,Full Reporter,67227,43,DR,DO,12,25622,,3283,,1717,,7175,,0,,37797,,14.5,,2.3,,1.1,,4.1,,0,,22,,584123,,96785,,36599,,231792,,949299,,22.7977,,29.4807,,1.4284,,32.3055,,25.1157,,No
Greater Lynchburg Transit Company,Lynchburg,VA,3008,30008,Independent Public Agency or Authority of Transit Service,Full Reporter,116636,43,DR,DO,11,19923,,430,,4035,,4743,,0,,29131,,14,,0.2,,2.5,,3,,0,,19.7,,300733,,9618,,49503,,63052,,422906,,15.0948,,22.3674,,2.4847,,13.2937,,14.5174,,No
Butler County Regional Transit Authority,Hamilton,OH,5157,50157,Independent Public Agency or Authority of Transit Service,Full Reporter,1624827,42,CB,DO,7,38784,,3846,,913,,1722,,0,,45265,,23.55,,2.05,,0.82,,1.04,,0,,27.46,,525932,,76771,,12804,,45297,,660804,,13.5605,,19.9613,,0.3301,,26.3049,,14.5986,,No
Connecticut Department of Transportation - CTTRANSIT Stamford Division,Hartford,CT,1056,10056,State Government Unit or Department of Transportation,Full Reporter,923311,42,MB,DO,42,196255,,48820,,3793,,18470,,0,,267338,,104,,21,,2,,16,,0,,143,,5895559,,1665254,,131557,,516249,,8208619,,30.0403,,34.1101,,0.6703,,27.9507,,30.705,,No
West Virginia University - Morgantown Personal Rapid Transit,Morgantown,WV,3107,30107,University,Full Reporter,70350,42,MG,DO,42,15158,,23538,,25342,,20054,,0,,84092,,9,,14,,15,,12,,0,,50,,340053,,628857,,491156,,681421,,2141487,,22.4339,,26.7167,,32.4024,,33.9793,,25.466,,No
Housatonic Area Regional Transit ,Danbury,CT,1051,10051,Independent Public Agency or Authority of Transit Service,Full Reporter,168136,42,MB,DO,28,91264,,17463,,0,,11417,,0,,120144,,48,,9.3,,0,,6,,0,,63.3,,2304099,,419587,,0,,447546,,3171232,,25.2465,,24.0272,,0,,39.2,,26.3953,,No
Butler County Regional Transit Authority,Hamilton,OH,5157,50157,Independent Public Agency or Authority of Transit Service,Full Reporter,1624827,42,DR,DO,24,41720,,3198,,760,,5428,,0,,51106,,25.33,,1.7,,0.68,,3.28,,0,,30.99,,759495,,63829,,10645,,142717,,976686,,18.2046,,19.959,,0.2552,,26.2927,,19.111,,No
Su Tran LLC dba: Sioux Area Metro,Sioux Falls,SD,8002,80002,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,156777,42,MB,DO,22,70889,,10650,,7609,,5615,,0,,94763,,39,,6,,4,,3,,0,,52,,1677356,,177493,,90238,,104718,,2049805,,23.6617,,16.666,,1.2729,,18.6497,,21.6309,,No
Su Tran LLC dba: Sioux Area Metro,Sioux Falls,SD,8002,80002,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,156777,42,DR,DO,20,54874,,5657,,4855,,16190,,0,,81576,,29,,3.5,,2.5,,9.5,,0,,44.5,,1268498,,154987,,79214,,208308,,1711007,,23.1166,,27.3974,,1.4436,,12.8665,,20.9744,,No
Cape Fear Public Transportation Authority,Wilmington,NC,4006,40006,Independent Public Agency or Authority of Transit Service,Full Reporter,219957,42,VP,DO,2,0,,0,,89,,63,,0,,152,,0,,0,,0.05,,0.03,,0,,0.08,,0,,0,,1878,,2250,,4128,,,,,,,,35.7143,,27.1579,,No
