State,Agency,AgencyNTDID,AgencyID,OrgType,ReporterType,UZA Size,WholeAgencyVOMsSize,Mode,EmployType,VOMs,vehicleOperationsHours,VehicleMaintHours,nonVehicleMaintHours,GeneralAdminHours,TotalOperatingHours,CapitalHours,TotalEmployeeHours,VehicleOperationsCount,VehicleMaintCount,NonVehicleCount,GeneralAdminCount,TotalOperatingCount,CapitalCount,TotalEmployeeCount 
NJ,New Jersey Transit Corporation(NJ TRANSIT),20080,2080,Semi-Public Corp,Full Reporter: Operating,Over 1 million,"1,000 & Over",Total,,3176,"11,967,281","5,044,489","1,658,361","2,925,147","21,595,278","769,318","22,364,596","6,197.0","2,517.0",763.0,"1,436.0","10,913.0",418.1,"11,331.1"
NJ,New Jersey Transit Corporation-45(NJTC-45),20132,2132,Other,Full Reporter: Operating,Over 1 million,50-99,MB,Full Time,50,"252,794","25,732","6,080","33,225","317,831",,"317,831",120.0,12.0,3.0,17.0,152.0,,152.0
NJ,New Jersey Transit Corporation-45(NJTC-45),20132,2132,Other,Full Reporter: Operating,Over 1 million,50-99,MB,Part Time,50,"8,365","2,364","1,010","4,738","16,477",,"16,477",16.0,2.0,1.0,5.0,24.0,,24.0
NJ,New Jersey Transit Corporation-45(NJTC-45),20132,2132,Other,Full Reporter: Operating,Over 1 million,50-99,Total,,50,"261,159","28,096","7,090","37,963","334,308",,"334,308",136.0,14.0,4.0,22.0,176.0,,176.0
NJ,"Olympia Trails Bus Company, Inc.(Coach USA)",20165,2165,For-Profit,Full Reporter: Operating,Over 1 million,10-24,CB,Full Time,17,"64,400","25,200","8,000","25,800","123,400",,"123,400",33.0,14.0,4.0,14.0,65.0,,65.0
NJ,"Olympia Trails Bus Company, Inc.(Coach USA)",20165,2165,For-Profit,Full Reporter: Operating,Over 1 million,10-24,Total,,17,"64,400","25,200","8,000","25,800","123,400",,"123,400",33.0,14.0,4.0,14.0,65.0,,65.0
NJ,"Orange-Newark-Elizabeth, Inc.(Coach USA)",20166,2166,For-Profit,Full Reporter: Operating,Over 1 million,50-99,MB,Full Time,52,"230,919","37,302","8,667","6,933","283,821",,"283,821",108.0,15.0,4.0,3.0,130.0,,130.0
NJ,"Orange-Newark-Elizabeth, Inc.(Coach USA)",20166,2166,For-Profit,Full Reporter: Operating,Over 1 million,50-99,MB,Part Time,52,"6,537",,,,"6,537",,"6,537",13.0,,,,13.0,,13.0
NJ,"Orange-Newark-Elizabeth, Inc.(Coach USA)",20166,2166,For-Profit,Full Reporter: Operating,Over 1 million,50-99,Total,,52,"237,456","37,302","8,667","6,933","290,358",,"290,358",121.0,15.0,4.0,3.0,143.0,,143.0
NJ,Port Authority Trans-Hudson Corporation(PATH),20098,2098,Authority,Full Reporter: Operating,Over 1 million,250-499,HR,Full Time,299,"1,096,245","377,778","826,332","89,496","2,389,851",,"2,389,851",644.0,241.0,502.0,70.0,"1,457.0",,"1,457.0"
NJ,Port Authority Trans-Hudson Corporation(PATH),20098,2098,Authority,Full Reporter: Operating,Over 1 million,250-499,Total,,299,"1,096,245","377,778","826,332","89,496","2,389,851",,"2,389,851",644.0,241.0,502.0,70.0,"1,457.0",,"1,457.0"
NJ,Port Authority Transit Corporation(PATCO),20075,2075,Authority,Full Reporter: Operating,Over 1 million,50-99,HR,Full Time,84,"156,572","104,351","185,056","59,897","505,876","61,308","567,184",78.0,59.0,89.0,38.0,264.0,15.0,279.0
NJ,Port Authority Transit Corporation(PATCO),20075,2075,Authority,Full Reporter: Operating,Over 1 million,50-99,HR,Part Time,84,"2,440",727,"1,849",511,"5,527",,"5,527",1.0,1.0,4.0,1.0,7.0,,7.0
NJ,Port Authority Transit Corporation(PATCO),20075,2075,Authority,Full Reporter: Operating,Over 1 million,50-99,Total,,84,"159,012","105,078","186,905","60,408","511,403","61,308","572,711",79.0,60.0,93.0,39.0,271.0,15.0,286.0
NJ,Port Imperial Ferry Corporation dba NY Waterway,20190,2190,For-Profit,Full Reporter: Operating,Over 1 million,50-99,FB,Full Time,12,"128,250","28,600","4,200","53,600","214,650",,"214,650",63.0,15.0,2.0,30.0,110.0,,110.0
NJ,Port Imperial Ferry Corporation dba NY Waterway,20190,2190,For-Profit,Full Reporter: Operating,Over 1 million,50-99,FB,Part Time,12,"3,182",,,"16,600","19,782",,"19,782",3.0,,,15.0,18.0,,18.0
NJ,Port Imperial Ferry Corporation dba NY Waterway,20190,2190,For-Profit,Full Reporter: Operating,Over 1 million,50-99,MB,Full Time,49,"116,480","18,720","4,160","10,400","149,760",,"149,760",56.0,9.0,2.0,5.0,72.0,,72.0
NJ,Port Imperial Ferry Corporation dba NY Waterway,20190,2190,For-Profit,Full Reporter: Operating,Over 1 million,50-99,MB,Part Time,49,"18,720",,,"3,120","21,840",,"21,840",18.0,,,3.0,21.0,,21.0
NJ,Port Imperial Ferry Corporation dba NY Waterway,20190,2190,For-Profit,Full Reporter: Operating,Over 1 million,50-99,Total,,61,"266,632","47,320","8,360","83,720","406,032",,"406,032",140.0,24.0,4.0,53.0,221.0,,221.0
NJ,"Rockland Coaches, Inc.",20149,2149,For-Profit,Full Reporter: Operating,Over 1 million,50-99,CB,Full Time,84,"274,833","42,710",,"4,385","321,928",,"321,928",146.0,20.0,,3.0,169.0,,169.0
NJ,"Rockland Coaches, Inc.",20149,2149,For-Profit,Full Reporter: Operating,Over 1 million,50-99,CB,Part Time,84,"6,974",,,,"6,974",,"6,974",6.0,,,,6.0,,6.0
NJ,"Rockland Coaches, Inc.",20149,2149,For-Profit,Full Reporter: Operating,Over 1 million,50-99,Total,,84,"281,807","42,710",,"4,385","328,902",,"328,902",152.0,20.0,,3.0,175.0,,175.0
NJ,"Senior Citizens United Community Services of Camden County, Inc.(SCUCS)",20204,2204,Non-Profit,Full Reporter: Operating,Over 1 million,50-99,DR,Full Time,52,"56,884","3,865",,"17,649","78,398",,"78,398",35.0,2.0,,10.0,47.0,,47.0
NJ,"Senior Citizens United Community Services of Camden County, Inc.(SCUCS)",20204,2204,Non-Profit,Full Reporter: Operating,Over 1 million,50-99,DR,Part Time,52,"28,840",,,"3,720","32,560",,"32,560",59.0,,,7.0,66.0,,66.0
NJ,"Senior Citizens United Community Services of Camden County, Inc.(SCUCS)",20204,2204,Non-Profit,Full Reporter: Operating,Over 1 million,50-99,Total,,52,"85,724","3,865",,"21,369","110,958",,"110,958",94.0,2.0,,17.0,113.0,,113.0
NJ,Suburban Transit Corporation(Coach USA),20128,2128,For-Profit,Full Reporter: Operating,Over 1 million,100-249,CB,Full Time,110,"250,250","96,920",,"48,960","396,130",,"396,130",134.0,50.0,,24.0,208.0,,208.0
NJ,Suburban Transit Corporation(Coach USA),20128,2128,For-Profit,Full Reporter: Operating,Over 1 million,100-249,CB,Part Time,110,"89,420","2,370",,"8,000","99,790",,"99,790",68.0,3.0,,5.0,76.0,,76.0
NJ,Suburban Transit Corporation(Coach USA),20128,2128,For-Profit,Full Reporter: Operating,Over 1 million,100-249,Total,,110,"339,670","99,290",,"56,960","495,920",,"495,920",202.0,53.0,,29.0,284.0,,284.0
NM,City of Albuquerque Transit Department(ABQ Ride),60019,6019,City,Full Reporter: Operating,"200,000 - 1 million",100-249,DR,Full Time,55,"166,439","14,394","4,653","14,680","200,166",,"200,166",83.2,6.0,2.8,7.6,99.6,,99.6
NM,City of Albuquerque Transit Department(ABQ Ride),60019,6019,City,Full Reporter: Operating,"200,000 - 1 million",100-249,MB,Full Time,131,"564,129","148,820","18,613","58,720","790,282",,"790,282",287.8,78.0,11.2,30.4,407.4,,407.4
NM,City of Albuquerque Transit Department(ABQ Ride),60019,6019,City,Full Reporter: Operating,"200,000 - 1 million",100-249,Total,,186,"730,568","163,214","23,266","73,400","990,448",,"990,448",371.0,84.0,14.0,38.0,507.0,,507.0
NM,Rio Metro Regional Transit District(RMRTD),60111,6111,Authority,Full Reporter: Operating,"200,000 - 1 million",50-99,CB,Full Time,1,"1,608",,,412,"2,020",,"2,020",1.0,,,0.5,1.5,,1.5
NM,Rio Metro Regional Transit District(RMRTD),60111,6111,Authority,Full Reporter: Operating,"200,000 - 1 million",50-99,DR,Full Time,20,"49,003",,,"10,426","59,429",,"59,429",23.0,,,11.0,34.0,,34.0
NM,Rio Metro Regional Transit District(RMRTD),60111,6111,Authority,Full Reporter: Operating,"200,000 - 1 million",50-99,DR,Part Time,20,948,,,,948,,948,1.0,,,,1.0,,1.0
NM,Rio Metro Regional Transit District(RMRTD),60111,6111,Authority,Full Reporter: Operating,"200,000 - 1 million",50-99,MB,Full Time,2,"2,700",,,464,"3,164",,"3,164",1.5,,,0.3,1.8,,1.8
NM,Rio Metro Regional Transit District(RMRTD),60111,6111,Authority,Full Reporter: Operating,"200,000 - 1 million",50-99,MB,Part Time,2,458,,,,458,,458,1.0,,,,1.0,,1.0
NM,Rio Metro Regional Transit District(RMRTD),60111,6111,Authority,Full Reporter: Operating,"200,000 - 1 million",50-99,Total,,23,"54,717",,,"11,302","66,019",,"66,019",27.5,,,11.8,39.3,,39.3
NM,Santa Fe Trails - City of Santa Fe(SFT),60077,6077,City,Full Reporter: Operating,"Under 200,000",25-49,DR,Full Time,15,"42,267","5,289",929,"2,814","51,299",,"51,299",23.0,3.0,1.0,2.0,29.0,,29.0
NM,Santa Fe Trails - City of Santa Fe(SFT),60077,6077,City,Full Reporter: Operating,"Under 200,000",25-49,MB,Full Time,22,"114,483","21,156","3,716","11,257","150,612",,"150,612",57.0,10.0,2.0,6.0,75.0,,75.0
NM,Santa Fe Trails - City of Santa Fe(SFT),60077,6077,City,Full Reporter: Operating,"Under 200,000",25-49,Total,,37,"156,750","26,445","4,645","14,071","201,911",,"201,911",80.0,13.0,3.0,8.0,104.0,,104.0
NY,"Adirondack Transit Lines, Inc,(Adirondack Trailways)",20177,2177,For-Profit,Full Reporter: Operating,Over 1 million,25-49,CB,Full Time,26,"134,917","63,288",,"32,515","230,720",,"230,720",58.0,34.0,,16.0,108.0,,108.0
NY,"Adirondack Transit Lines, Inc,(Adirondack Trailways)",20177,2177,For-Profit,Full Reporter: Operating,Over 1 million,25-49,CB,Part Time,26,"8,679",280,,"6,856","15,815",,"15,815",11.0,1.0,,8.0,20.0,,20.0
NY,"Adirondack Transit Lines, Inc,(Adirondack Trailways)",20177,2177,For-Profit,Full Reporter: Operating,Over 1 million,25-49,Total,,26,"143,596","63,568",,"39,371","246,535",,"246,535",69.0,35.0,,24.0,128.0,,128.0
NY,"BillyBey Ferry Company, LLC",20189,2189,For-Profit,Full Reporter: Operating,Over 1 million,under 10,FB,Full Time,6,"52,940","7,070",443,"2,080","62,533",,"62,533",25.0,3.0,,1.0,29.0,,29.0
NY,"BillyBey Ferry Company, LLC",20189,2189,For-Profit,Full Reporter: Operating,Over 1 million,under 10,FB,Part Time,6,,,1,,1,,1,,,,,,,
NY,"BillyBey Ferry Company, LLC",20189,2189,For-Profit,Full Reporter: Operating,Over 1 million,under 10,Total,,6,"52,940","7,070",444,"2,080","62,534",,"62,534",25.0,3.0,,1.0,29.0,,29.0
NY,Broome County Department of Public Transportation(Broome County),20003,2003,City,Full Reporter: Operating,"Under 200,000",50-99,DR,Full Time,6,"2,014","6,318",467,776,"9,575",100,"9,675",1.2,0.7,0.3,0.5,2.6,0.1,2.7
NY,Broome County Department of Public Transportation(Broome County),20003,2003,City,Full Reporter: Operating,"Under 200,000",50-99,DR,Part Time,6,"12,272",,279,105,"12,656",,"12,656",11.0,,0.2,0.2,11.4,,11.4
NY,Broome County Department of Public Transportation(Broome County),20003,2003,City,Full Reporter: Operating,"Under 200,000",50-99,MB,Full Time,39,"106,177","19,109","5,421","8,405","139,112",120,"139,232",59.2,12.0,2.8,5.3,79.3,0.6,79.8
NY,Broome County Department of Public Transportation(Broome County),20003,2003,City,Full Reporter: Operating,"Under 200,000",50-99,MB,Part Time,39,"18,562",,849,935,"20,346",5,"20,351",11.0,,0.4,0.7,12.1,,12.1
NY,Broome County Department of Public Transportation(Broome County),20003,2003,City,Full Reporter: Operating,"Under 200,000",50-99,Total,,45,"139,025","25,427","7,016","10,221","181,689",225,"181,914",82.3,12.7,3.7,6.6,105.4,0.6,106.0
NY,Capital District Transportation Authority(CDTA),20002,2002,Authority,Full Reporter: Operating,"200,000 - 1 million",100-249,DR,Full Time,28,"88,354","43,753",,"19,755","151,862",,"151,862",50.0,22.8,,10.5,83.3,,83.3
NY,Capital District Transportation Authority(CDTA),20002,2002,Authority,Full Reporter: Operating,"200,000 - 1 million",100-249,DR,Part Time,28,"2,369",,,,"2,369",,"2,369",2.0,,,,2.0,,2.0
NY,Capital District Transportation Authority(CDTA),20002,2002,Authority,Full Reporter: Operating,"200,000 - 1 million",100-249,MB,Full Time,170,"653,021","213,620","21,725","96,454","984,820",,"984,820",378.0,111.2,10.0,51.5,550.7,,550.7
NY,Capital District Transportation Authority(CDTA),20002,2002,Authority,Full Reporter: Operating,"200,000 - 1 million",100-249,MB,Part Time,170,"2,363",,,718,"3,081",,"3,081",3.0,,,1.0,4.0,,4.0
NY,Capital District Transportation Authority(CDTA),20002,2002,Authority,Full Reporter: Operating,"200,000 - 1 million",100-249,Total,,198,"746,107","257,373","21,725","116,927","1,142,132",,"1,142,132",433.0,134.0,10.0,63.0,640.0,,640.0
NY,"Centro of Cayuga, Inc.(Centro of Cayuga)",20116,2116,Subsidiary,Full Reporter: Operating,"200,000 - 1 million",10-24,MB,Full Time,11,"24,108","5,842",,"1,911","31,861",,"31,861",12.0,3.0,,1.0,16.0,,16.0
NY,"Centro of Cayuga, Inc.(Centro of Cayuga)",20116,2116,Subsidiary,Full Reporter: Operating,"200,000 - 1 million",10-24,MB,Part Time,11,"16,994",,758,,"17,752",,"17,752",20.0,,3.0,,23.0,,23.0
NY,"Centro of Cayuga, Inc.(Centro of Cayuga)",20116,2116,Subsidiary,Full Reporter: Operating,"200,000 - 1 million",10-24,Total,,11,"41,102","5,842",758,"1,911","49,613",,"49,613",32.0,3.0,3.0,1.0,39.0,,39.0
NY,"Centro of Oneida, Inc.(Centro of Oneida)",20185,2185,Subsidiary,Full Reporter: Operating,"Under 200,000",25-49,DR,Full Time,8,"13,526","3,944",500,228,"18,198",,"18,198",11.0,2.0,1.0,1.0,15.0,,15.0
NY,"Centro of Oneida, Inc.(Centro of Oneida)",20185,2185,Subsidiary,Full Reporter: Operating,"Under 200,000",25-49,DR,Part Time,8,"5,514",,,,"5,514",,"5,514",10.0,,,,10.0,,10.0
NY,"Centro of Oneida, Inc.(Centro of Oneida)",20185,2185,Subsidiary,Full Reporter: Operating,"Under 200,000",25-49,MB,Full Time,22,"118,943","28,829","6,804","3,728","158,304",,"158,304",51.0,15.0,4.0,3.0,73.0,,73.0
NY,"Centro of Oneida, Inc.(Centro of Oneida)",20185,2185,Subsidiary,Full Reporter: Operating,"Under 200,000",25-49,MB,Part Time,22,"13,106",,698,,"13,804",,"13,804",12.0,,1.0,,13.0,,13.0
NY,"Centro of Oneida, Inc.(Centro of Oneida)",20185,2185,Subsidiary,Full Reporter: Operating,"Under 200,000",25-49,Total,,30,"151,089","32,773","8,002","3,956","195,820",,"195,820",84.0,17.0,6.0,4.0,111.0,,111.0
NY,"Centro of Oswego, Inc.(Centro of Oswego)",20172,2172,Subsidiary,Full Reporter: Operating,"200,000 - 1 million",10-24,MB,Full Time,11,"28,099","4,329",,"2,119","34,547",,"34,547",13.0,2.0,,1.0,16.0,,16.0
NY,"Centro of Oswego, Inc.(Centro of Oswego)",20172,2172,Subsidiary,Full Reporter: Operating,"200,000 - 1 million",10-24,MB,Part Time,11,"18,580",,483,,"19,063",,"19,063",13.0,,1.0,,14.0,,14.0
NY,"Centro of Oswego, Inc.(Centro of Oswego)",20172,2172,Subsidiary,Full Reporter: Operating,"200,000 - 1 million",10-24,Total,,11,"46,679","4,329",483,"2,119","53,610",,"53,610",26.0,2.0,1.0,1.0,30.0,,30.0
NY,City of Long Beach(Long Beach Bus),20006,2006,City,Full Reporter: Operating,Over 1 million,under 10,DR,Full Time,3,"6,087",230,,519,"6,836",,"6,836",3.0,0.2,,0.3,3.5,,3.5
NY,City of Long Beach(Long Beach Bus),20006,2006,City,Full Reporter: Operating,Over 1 million,under 10,DR,Part Time,3,"7,985",,431,402,"8,818",,"8,818",5.0,,1.0,1.0,7.0,,7.0
NY,City of Long Beach(Long Beach Bus),20006,2006,City,Full Reporter: Operating,Over 1 million,under 10,MB,Full Time,5,"22,946","5,821",,"1,504","30,271",,"30,271",11.0,3.0,,0.7,14.7,,14.7
NY,City of Long Beach(Long Beach Bus),20006,2006,City,Full Reporter: Operating,Over 1 million,under 10,MB,Part Time,5,"13,130",,574,"1,724","15,428",,"15,428",22.0,,1.0,1.0,24.0,,24.0
NY,City of Long Beach(Long Beach Bus),20006,2006,City,Full Reporter: Operating,Over 1 million,under 10,Total,,8,"50,148","6,051","1,005","4,149","61,353",,"61,353",41.0,3.2,2.0,3.0,49.2,,49.2
NY,"CNY Centro, Inc.(CNY Centro)",20018,2018,Subsidiary,Full Reporter: Operating,"200,000 - 1 million",100-249,DR,Full Time,18,"58,636","16,986",,"6,964","82,586",,"82,586",35.0,7.0,,4.0,46.0,,46.0
NY,"CNY Centro, Inc.(CNY Centro)",20018,2018,Subsidiary,Full Reporter: Operating,"200,000 - 1 million",100-249,MB,Full Time,121,"419,957","149,309","26,407","64,598","660,271",,"660,271",197.0,68.0,14.0,27.0,306.0,,306.0
NY,"CNY Centro, Inc.(CNY Centro)",20018,2018,Subsidiary,Full Reporter: Operating,"200,000 - 1 million",100-249,MB,Part Time,121,"40,515",,"4,953","21,783","67,251",,"67,251",57.0,,10.0,20.0,87.0,,87.0
NY,"CNY Centro, Inc.(CNY Centro)",20018,2018,Subsidiary,Full Reporter: Operating,"200,000 - 1 million",100-249,Total,,139,"519,108","166,295","31,360","93,345","810,108",,"810,108",289.0,75.0,24.0,51.0,439.0,,439.0
NY,Dutchess County Division of Mass Transportation(Loop Bus),20010,2010,City,Full Reporter: Operating,"200,000 - 1 million",25-49,DR,Full Time,18,"55,582","9,135","1,127","4,514","70,358",,"70,358",33.0,6.0,0.5,3.0,42.5,,42.5
NY,Dutchess County Division of Mass Transportation(Loop Bus),20010,2010,City,Full Reporter: Operating,"200,000 - 1 million",25-49,MB,Full Time,26,"55,138","10,469","1,119","4,460","71,186",,"71,186",33.0,7.0,0.5,2.0,42.5,,42.5
NY,Dutchess County Division of Mass Transportation(Loop Bus),20010,2010,City,Full Reporter: Operating,"200,000 - 1 million",25-49,MB,Part Time,26,917,,,,917,,917,2.0,,,,2.0,,2.0
NY,Dutchess County Division of Mass Transportation(Loop Bus),20010,2010,City,Full Reporter: Operating,"200,000 - 1 million",25-49,Total,,44,"111,637","19,604","2,246","8,974","142,461",,"142,461",68.0,13.0,1.0,5.0,87.0,,87.0
NY,"Hampton Jitney, Inc.",20217,2217,For-Profit,Full Reporter: Operating,Over 1 million,50-99,CB,Full Time,78,"232,322","28,788","3,651","29,038","293,799",,"293,799",116.2,13.2,2.3,13.2,144.8,,144.8
NY,"Hampton Jitney, Inc.",20217,2217,For-Profit,Full Reporter: Operating,Over 1 million,50-99,CB,Part Time,78,"123,090","2,502",,109,"125,701",,"125,701",187.4,3.9,,0.8,192.0,,192.0
NY,"Hampton Jitney, Inc.",20217,2217,For-Profit,Full Reporter: Operating,Over 1 million,50-99,Total,,78,"355,412","31,290","3,651","29,147","419,500",,"419,500",303.6,17.0,2.3,13.9,336.8,,336.8
NY,Huntington Area Rapid Transit(HART),20071,2071,City,Full Reporter: Operating,Over 1 million,10-24,DR,Full Time,12,"15,529","4,726",249,"1,845","22,349",,"22,349",8.9,2.4,0.1,1.1,12.6,,12.6
NY,Huntington Area Rapid Transit(HART),20071,2071,City,Full Reporter: Operating,Over 1 million,10-24,DR,Part Time,12,"9,780",,512,,"10,292",,"10,292",7.0,,0.4,,7.4,,7.4
NY,Huntington Area Rapid Transit(HART),20071,2071,City,Full Reporter: Operating,Over 1 million,10-24,MB,Full Time,10,"23,701","4,308",227,"1,917","30,153",,"30,153",13.1,2.2,0.1,1.2,16.5,,16.5
NY,Huntington Area Rapid Transit(HART),20071,2071,City,Full Reporter: Operating,Over 1 million,10-24,MB,Part Time,10,"12,720",,762,,"13,482",,"13,482",8.8,,0.6,,9.5,,9.5
NY,Huntington Area Rapid Transit(HART),20071,2071,City,Full Reporter: Operating,Over 1 million,10-24,Total,,22,"61,730","9,034","1,750","3,762","76,276",,"76,276",37.8,4.6,1.3,2.3,46.0,,46.0
NY,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad(MTA-MNCR)",20078,2078,Subsidiary,Full Reporter: Operating,Over 1 million,"1,000 & Over",CR,Full Time,1173,"3,643,890","2,778,320","3,119,075","1,028,292","10,569,577","1,030,585","11,600,162","1,623.0","1,671.0","1,806.0",542.0,"5,642.0",577.0,"6,219.0"
NY,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad(MTA-MNCR)",20078,2078,Subsidiary,Full Reporter: Operating,Over 1 million,"1,000 & Over",Total,,1173,"3,643,890","2,778,320","3,119,075","1,028,292","10,569,577","1,030,585","11,600,162","1,623.0","1,671.0","1,806.0",542.0,"5,642.0",577.0,"6,219.0"
NY,Monroe Bus Corporation,20137,2137,For-Profit,Full Reporter: Operating,"200,000 - 1 million",10-24,CB,Full Time,12,"19,641","9,448",,"5,562","34,651",,"34,651",11.0,5.0,,3.0,19.0,,19.0
NY,Monroe Bus Corporation,20137,2137,For-Profit,Full Reporter: Operating,"200,000 - 1 million",10-24,CB,Part Time,12,"10,565","2,732",629,"1,876","15,802",,"15,802",13.0,2.0,1.0,2.0,18.0,,18.0
NY,Monroe Bus Corporation,20137,2137,For-Profit,Full Reporter: Operating,"200,000 - 1 million",10-24,Total,,12,"30,206","12,180",629,"7,438","50,453",,"50,453",24.0,7.0,1.0,5.0,37.0,,37.0
NY,Monsey New Square Trails Corporation,20135,2135,For-Profit,Full Reporter: Operating,Over 1 million,25-49,CB,Full Time,32,"56,694","16,785",,"20,414","93,893",,"93,893",29.0,9.0,,11.0,49.0,,49.0
NY,Monsey New Square Trails Corporation,20135,2135,For-Profit,Full Reporter: Operating,Over 1 million,25-49,Total,,32,"56,694","16,785",,"20,414","93,893",,"93,893",29.0,9.0,,11.0,49.0,,49.0
NY,MTA Bus Company(MTABUS),20188,2188,Subsidiary,Full Reporter: Operating,Over 1 million,"1,000 & Over",MB,Full Time,1089,"4,836,047","1,954,383","176,365","197,773","7,164,568","44,741","7,209,309","2,446.0",946.0,84.0,139.0,"3,615.0",22.0,"3,637.0"
