Last Report Year,AgencyID,Legacy NTD ID,Agency Name,Agency Status,Reporter Type,City,State,Census Year,UZA Name,UZA,UZA Area SQ Miles,UZA Population,2017 Status,Mode,Service,Mode Status,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
2017,60018,6018,Metropolitan Tulsa Transit Authority(MTTA),Active,Full Reporter,Tulsa,OK,2010,"Tulsa, OK",62,336,"655,479",Existing 2017,DR,PT,Operating,"58,026","63,433","74,618","81,506","86,399","83,713","113,467","127,920","118,866","133,970","147,985","88,860","88,402","91,748","86,498","90,750","101,244","108,350","112,692","90,023","81,858","76,050","77,592","75,688","60,764","57,776","56,153"
2017,60018,6018,Metropolitan Tulsa Transit Authority(MTTA),Active,Full Reporter,Tulsa,OK,2010,"Tulsa, OK",62,336,"655,479",Existing 2017,MB,DO,Operating,"156,850","166,693","167,307","167,728","169,246","165,844","169,548","173,403","186,507","190,188","190,097","213,726","184,854","122,832","143,420","167,436","172,444","151,752","169,612","164,261","152,855","157,576","168,402","171,760","176,672","182,803","181,088"
2017,60018,6018,Metropolitan Tulsa Transit Authority(MTTA),Active,Full Reporter,Tulsa,OK,2010,"Tulsa, OK",62,336,"655,479",Existing 2017,MB,PT,Operating,,,333,"2,048","7,650","8,128","8,382","10,434","4,864","5,502","6,350","7,620","4,335","4,352","4,369","4,096","4,318","5,742","6,740","7,669","7,954","8,098","8,147","7,489","7,977","8,595","8,631"
2017,60018,6018,Metropolitan Tulsa Transit Authority(MTTA),Active,Full Reporter,Tulsa,OK,2010,"Tulsa, OK",62,336,"655,479",Existing 2017,VP,DO,Discontinued,,,,,,0,,,,,,,,,,,,,,,0,0,,0,,,
2017,60019,6019,City of Albuquerque Transit Department(ABQ Ride),Active,Full Reporter,Albuquerque,NM,2010,"Albuquerque, NM",56,251,"741,318",Existing 2017,DR,DO,Operating,"49,354","26,946","27,955","62,105","69,629","68,071","71,670","75,075","70,398","73,693","84,924","95,659","86,620","85,345","93,606","98,039","100,692","100,607","104,656","105,845","106,989","109,396","109,703","112,227","115,558","115,751","122,365"
2017,60019,6019,City of Albuquerque Transit Department(ABQ Ride),Active,Full Reporter,Albuquerque,NM,2010,"Albuquerque, NM",56,251,"741,318",Existing 2017,DR,PT,Discontinued,"6,552","24,134","29,246",,,,,,,,,,,,,,,,,,0,0,,0,,,
2017,60019,6019,City of Albuquerque Transit Department(ABQ Ride),Active,Full Reporter,Albuquerque,NM,2010,"Albuquerque, NM",56,251,"741,318",Existing 2017,MB,DO,Operating,"358,459","319,820","310,851","211,525","221,804","218,935","227,226","245,752","214,725","242,474","300,461","263,640","244,504","219,577","254,903","287,734","287,210","378,609","372,538","375,658","387,463","392,225","394,904","400,419","401,311","403,901","403,646"
2017,60019,6019,City of Albuquerque Transit Department(ABQ Ride),Active,Full Reporter,Albuquerque,NM,2010,"Albuquerque, NM",56,251,"741,318",New in 2017,RB,DO,Building,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2015,60020,6020,Louisiana Department of Transportation & Development(LA DOTD),Inactive,Full Reporter,Baton Rouge,LA,2010,"New Orleans, LA",49,251,"899,703",Pre 2017,FB,DO,Discontinued,"23,831","22,872","22,620","23,060","21,060","22,776","21,632","21,008","19,708","22,100","22,048","22,984","22,995","23,122","22,061","13,025","14,035","15,233","14,741","14,006","14,153","12,740","13,014","5,517",,,
2015,60020,6020,Louisiana Department of Transportation & Development(LA DOTD),Inactive,Full Reporter,Baton Rouge,LA,2010,"New Orleans, LA",49,251,"899,703",Pre 2017,FB,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,"3,315",,,
1998,60021,6021,"Louisiana Transit Company, Inc.",Inactive,Full Reporter,Harahan,LA,1990,"New Orleans, LA",33,270,"1,040,226",Pre 2017,MB,DO,Discontinued,"73,719","74,035","73,945","74,200","74,122","74,540","74,200","74,378",,,,,,,,,,,,,,,,,,,
2017,60022,6022,Capital Area Transit System(CATS),Active,Full Reporter,Baton Rouge,LA,2010,"Baton Rouge, LA",68,367,"594,309",Existing 2017,DR,PT,Operating,"4,641","4,544","4,510","4,796","6,664","14,802","13,848","24,768","34,302","35,144","25,644","23,948","24,357","25,973","27,439","41,715","30,802","40,989","44,019","41,453","38,105","38,543","42,497","46,907","48,919","48,946","47,254"
2017,60022,6022,Capital Area Transit System(CATS),Active,Full Reporter,Baton Rouge,LA,2010,"Baton Rouge, LA",68,367,"594,309",Existing 2017,MB,DO,Operating,"100,908","94,444","92,403","102,054","103,926","108,381","110,184","114,843","135,228","148,678","147,009","137,819","132,645","158,991","172,754","266,004","189,715","156,867","154,496","129,961","128,310","129,028","142,014","225,216","261,762","244,192","251,150"
2017,60022,6022,Capital Area Transit System(CATS),Active,Full Reporter,Baton Rouge,LA,2010,"Baton Rouge, LA",68,367,"594,309",Existing 2017,MB,PT,Discontinued,,,,,,,,,"32,098","59,496","61,369","41,629","30,192",,,,,,,,0,0,,0,,,
2017,60023,6023,Lake Charles Transit System(LCTS),Active,Reduced Reporter,Lake Charles,LA,2010,"Lake Charles, LA",228,127,"143,440",Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,"5,146","5,210","5,671","5,437","5,577","5,430"
2017,60023,6023,Lake Charles Transit System(LCTS),Active,Reduced Reporter,Lake Charles,LA,2010,"Lake Charles, LA",228,127,"143,440",Existing 2017,MB,DO,Operating,"17,966","17,966","18,648","20,696","17,319",,,,,,,,,,,,,,,,0,"11,704","12,369","12,506","12,981","13,484","12,148"
2017,60024,6024,Shreveport Area Transit System(SporTran),Active,Full Reporter,Shreveport,LA,2010,"Shreveport, LA",126,185,"298,317",Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,"22,173","37,624","34,922","34,446","36,965","39,457"
2017,60024,6024,Shreveport Area Transit System(SporTran),Active,Full Reporter,Shreveport,LA,2010,"Shreveport, LA",126,185,"298,317",Existing 2017,DR,PT,Discontinued,"9,765","14,528","18,770","23,111","24,532","23,092","21,607","23,786","24,326","24,602","10,709","11,145","11,661","11,049","11,919","28,384","29,282","29,384","28,120","29,295","28,857","7,435",,0,,,
2017,60024,6024,Shreveport Area Transit System(SporTran),Active,Full Reporter,Shreveport,LA,2010,"Shreveport, LA",126,185,"298,317",Existing 2017,MB,DO,Operating,"125,576","128,748","129,612","129,988","129,681","130,563","129,755","130,053","129,943","132,504","137,644","136,875","136,750","137,580","137,892","148,263","150,824","151,640","151,770","150,856","149,444","150,904","154,331","145,404","143,657","144,363","143,958"
2017,60025,6025,City of Alexandria(Atrans),Active,Reduced Reporter,Alexandria,LA,2010,"Alexandria, LA",346,66,"82,804",Existing 2017,DR,DO,Operating,"3,360","3,106","4,180","4,210","3,284","3,251","3,207","5,237","5,304","4,959","5,031","5,781","6,785","6,860","6,874","7,150","7,113","7,176","7,128","7,139","7,410","7,360","7,203","6,171","5,950","5,691","5,662"
2017,60025,6025,City of Alexandria(Atrans),Active,Reduced Reporter,Alexandria,LA,2010,"Alexandria, LA",346,66,"82,804",Existing 2017,MB,DO,Operating,"39,768","32,638","32,788","31,110","29,464","28,670","28,294","28,482","28,254","27,794","29,738","29,294","29,294","29,585","29,367","29,890","30,804","33,498","33,383","33,489","34,160","34,583","34,013","34,257","34,251","34,260","34,007"
2017,60026,6026,City of Monroe Transit System(MTS),Active,Reduced Reporter,Monroe,LA,2010,"Monroe, LA",272,82,"116,533",Existing 2017,DR,DO,Operating,,,,198,"1,578","1,173","1,796","3,544","3,582","3,019","3,028","4,216","5,099","4,590","4,545","6,363","6,405","5,517","4,545","5,484","5,834","5,425","5,458","5,538","5,600","5,537","5,763"
2017,60026,6026,City of Monroe Transit System(MTS),Active,Reduced Reporter,Monroe,LA,2010,"Monroe, LA",272,82,"116,533",Existing 2017,MB,DO,Operating,"47,041","47,278","47,256","46,170","47,238","47,532","48,341","43,788","44,776","47,438","47,560","47,288","48,496","45,656","45,656","45,565","45,880","45,198","50,631","52,052","52,924","54,603","55,467","56,152","52,892","47,735","47,785"
1998,60029,6029,Westside Transit Lines,Inactive,Full Reporter,Gretna,LA,1990,"New Orleans, LA",33,270,"1,040,226",Pre 2017,MB,DO,Discontinued,"57,921","80,274","62,318","62,539","62,496","63,508","67,074","70,650",,,,,,,,,,,,,,,,,,,
2017,60032,6032,New Orleans Regional Transit Authority(NORTA),Active,Full Reporter,New Orleans,LA,2010,"New Orleans, LA",49,251,"899,703",Existing 2017,DR,DO,Discontinued,,,"6,513","58,561","74,748","76,578","71,779","70,740","67,303","65,764","73,749","69,780","122,559","172,979",,"23,372","40,614","50,890","59,842",,0,0,,0,,,
2017,60032,6032,New Orleans Regional Transit Authority(NORTA),Active,Full Reporter,New Orleans,LA,2010,"New Orleans, LA",49,251,"899,703",Existing 2017,DR,PT,Operating,"63,694","67,985","69,100","47,234","54,860","64,652","68,925","73,712","74,154","71,109","62,636","74,708","68,964","48,801",,,,,,"73,246","81,549","89,360","99,477","101,140","105,815","112,178","116,002"
2017,60032,6032,New Orleans Regional Transit Authority(NORTA),Active,Full Reporter,New Orleans,LA,2010,"New Orleans, LA",49,251,"899,703",Existing 2017,FB,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,"4,888","9,731","10,563","10,500"
2017,60032,6032,New Orleans Regional Transit Authority(NORTA),Active,Full Reporter,New Orleans,LA,2010,"New Orleans, LA",49,251,"899,703",Existing 2017,LR,DO,Discontinued,"86,066","85,661","87,316","77,792","77,822","80,124","79,523","83,505","79,966","77,270","77,058","77,227","77,064","121,554",,"31,336","40,307","94,461","105,536",,0,0,,0,,,
2017,60032,6032,New Orleans Regional Transit Authority(NORTA),Active,Full Reporter,New Orleans,LA,2010,"New Orleans, LA",49,251,"899,703",Existing 2017,LR,PT,Discontinued,,,,,,,,,,,,,,,,,,,,"122,584",0,0,,0,,,
2017,60032,6032,New Orleans Regional Transit Authority(NORTA),Active,Full Reporter,New Orleans,LA,2010,"New Orleans, LA",49,251,"899,703",Existing 2017,MB,DO,Discontinued,"1,128,988","1,026,262","886,689","900,432","902,921","922,728","895,245","913,156","894,133","853,938","849,456","845,521","772,407","748,281",,"246,983","241,250","247,266","295,495",,0,0,,0,,,
2017,60032,6032,New Orleans Regional Transit Authority(NORTA),Active,Full Reporter,New Orleans,LA,2010,"New Orleans, LA",49,251,"899,703",Existing 2017,MB,PT,Operating,,,,,,,,,,,,,,,,,,,,"289,979","302,478","334,255","358,397","362,608","408,279","431,791","463,160"
2017,60032,6032,New Orleans Regional Transit Authority(NORTA),Active,Full Reporter,New Orleans,LA,2010,"New Orleans, LA",49,251,"899,703",Existing 2017,SR,PT,Operating,,,,,,,,,,,,,,,,,,,,,"127,184","123,596","145,325","166,254","159,953","189,309","195,877"
2017,60033,6033,Central Arkansas Transit Authority(CATA),Active,Full Reporter,North Little Rock,AR,2010,"Little Rock, AR",88,258,"431,388",Existing 2017,DR,DO,Operating,,,,"13,544","12,869","12,508","14,300","15,514","17,103","21,315","22,282","25,139","25,753","30,763","31,554","29,314","30,504","30,256","33,444","33,710","35,959","34,765","35,744","34,704","32,778","35,766","39,800"
2017,60033,6033,Central Arkansas Transit Authority(CATA),Active,Full Reporter,North Little Rock,AR,2010,"Little Rock, AR",88,258,"431,388",Existing 2017,DR,PT,Discontinued,"14,244","10,116","9,832",,,,,,,,,,,,,,,,,,0,0,,0,,,
2017,60033,6033,Central Arkansas Transit Authority(CATA),Active,Full Reporter,North Little Rock,AR,2010,"Little Rock, AR",88,258,"431,388",Existing 2017,LR,DO,Discontinued,,,,,,,,,,,,,,"1,322","8,072","8,107","11,866","11,992","12,087","11,848","12,535",0,,0,,,
2017,60033,6033,Central Arkansas Transit Authority(CATA),Active,Full Reporter,North Little Rock,AR,2010,"Little Rock, AR",88,258,"431,388",Existing 2017,MB,DO,Operating,"126,052","126,052","126,052","147,872","158,602","167,068","166,512","167,021","168,898","167,645","185,375","165,789","156,498","157,294","157,056","157,311","157,419","157,936","161,616","158,732","162,409","162,174","174,027","174,380","174,303","174,885","168,679"
2017,60033,6033,Central Arkansas Transit Authority(CATA),Active,Full Reporter,North Little Rock,AR,2010,"Little Rock, AR",88,258,"431,388",Existing 2017,SR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,"12,436","11,667","12,258","12,244","11,850","11,238"
2017,60034,6034,Pine Bluff Transit(PBT),Active,Reduced Reporter,Pine Bluff,AR,2010,"Pine Bluff, AR",475,37,"53,495",Existing 2017,DR,DO,Operating,,,,,,,,"2,628",,,,,,,,,,,,,0,"2,218","3,000","3,024","3,012","3,120","5,460"
2017,60034,6034,Pine Bluff Transit(PBT),Active,Reduced Reporter,Pine Bluff,AR,2010,"Pine Bluff, AR",475,37,"53,495",Existing 2017,MB,DO,Operating,"24,504","24,156","23,904","23,916",,,,"18,288",,,,,,,,,,,,,0,"13,308","12,000","12,096","12,048","12,480","11,440"
2017,60035,6035,Wichita Falls Transit System,Active,Reduced Reporter,Wichita Falls,TX,2010,"Wichita Falls, TX",301,50,"99,437",Existing 2017,MB,DO,Operating,"19,606","22,458","21,698","22,057",,,,,,,,,,,,,,,,,"31,857","36,642","35,532","35,161","35,636","37,374","36,791"
2006,60037,6037,City of San Angelo(COSA),Inactive,Full Reporter,San Angelo,TX,2000,"San Angelo, TX",293,46,"87,969",Pre 2017,DR,DO,Discontinued,"49,844","4,984","15,828","15,999","16,077","15,648","15,708","15,777","15,819","15,648","12,560","12,656","12,656","12,704","14,696","11,190",,,,,,,,,,,
2006,60037,6037,City of San Angelo(COSA),Inactive,Full Reporter,San Angelo,TX,2000,"San Angelo, TX",293,46,"87,969",Pre 2017,MB,DO,Discontinued,"17,580","17,580","17,700","17,835","17,985","17,520","17,580","17,685","17,700","17,520","17,520","17,640","17,026","17,084","19,799","17,670",,,,,,,,,,,
2017,60038,6038,Lafayette Transit System(LTS),Active,Full Reporter,Lafayette,LA,2010,"Lafayette, LA",148,179,"252,720",Existing 2017,DR,PT,Operating,"9,072","6,212","6,836","9,728","13,640","15,004","16,436","16,459","16,992","15,918","16,749","16,857","14,272","19,381","14,329","14,049","14,049","14,340","15,865","16,907","19,260","19,102","19,031","21,689","22,141","25,391","25,826"
2017,60038,6038,Lafayette Transit System(LTS),Active,Full Reporter,Lafayette,LA,2010,"Lafayette, LA",148,179,"252,720",Existing 2017,MB,DO,Operating,"39,264","39,088","39,007","38,815","39,264","39,264","40,220","39,304","39,899","38,496","39,094","40,748","39,730","40,534","42,434","43,639","40,610","41,214","42,420","42,072","42,602","44,474","44,261","44,052","44,261","52,088","51,712"
2017,60038,6038,Lafayette Transit System(LTS),Active,Full Reporter,Lafayette,LA,2010,"Lafayette, LA",148,179,"252,720",Existing 2017,MB,PT,Discontinued,,,,,,,,,,,,,,,"6,020","5,246","5,242","5,140","5,844","5,852","5,928","5,888","5,868","5,804","5,868",,
2017,60040,6040,CityLink Transit(CityLink),Active,Reduced Reporter,Abilene,TX,2010,"Abilene, TX",282,55,"110,421",Existing 2017,DR,DO,Operating,"7,948","8,360","10,017","10,430","12,331","13,206","14,630","17,064","20,025","24,225","37,110","43,700","42,562","47,392","47,277","43,670","47,605","46,010","47,631","29,050","44,984","44,033","45,038","41,701","36,708","38,716","30,278"
2017,60040,6040,CityLink Transit(CityLink),Active,Reduced Reporter,Abilene,TX,2010,"Abilene, TX",282,55,"110,421",Existing 2017,MB,DO,Operating,"27,184","27,610","27,054","27,166","27,120","27,950","24,008","27,493","28,137","28,116","27,855","28,969","28,655","29,213","29,171","30,754","30,702","31,217","30,911","28,260","29,699","29,607","30,051","30,145","29,256","29,272","24,853"
2017,60041,6041,Handitran Special Transit Division - City of Arlington(Handitran),Active,Full Reporter,Arlington,TX,2010,"Dallas-Fort Worth-Arlington, TX",6,"1,779","5,121,892",Existing 2017,CB,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,"5,601",,
2017,60041,6041,Handitran Special Transit Division - City of Arlington(Handitran),Active,Full Reporter,Arlington,TX,2010,"Dallas-Fort Worth-Arlington, TX",6,"1,779","5,121,892",Existing 2017,DR,DO,Operating,"19,854","20,632","22,452","23,852","25,790","27,555","28,768","29,233","29,621","31,203","30,089","33,099","27,815","26,394","24,145","24,331","25,507","27,970","22,709","22,785","21,364","26,072","26,659","27,052","26,878","26,256","21,637"
2017,60041,6041,Handitran Special Transit Division - City of Arlington(Handitran),Active,Full Reporter,Arlington,TX,2010,"Dallas-Fort Worth-Arlington, TX",6,"1,779","5,121,892",Existing 2017,DR,PT,Discontinued,"4,624","4,749","5,114","5,739","5,085","7,166","10,882","13,876","15,162","12,924","14,687","10,496","19,459","19,305","19,965","19,938","18,762","21,611","19,571",,0,0,,0,,,
2017,60041,6041,Handitran Special Transit Division - City of Arlington(Handitran),Active,Full Reporter,Arlington,TX,2010,"Dallas-Fort Worth-Arlington, TX",6,"1,779","5,121,892",Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,"21,367","19,995","29,157","26,298","25,491","24,865","25,435","25,523"
2017,60041,6041,Handitran Special Transit Division - City of Arlington(Handitran),Active,Full Reporter,Arlington,TX,2010,"Dallas-Fort Worth-Arlington, TX",6,"1,779","5,121,892",Existing 2017,MB,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,"5,529","5,512"
1995,60045,6045,City of Santa Fe - Social Services Transportation Program,Inactive,Full Reporter,Santa Fe,NM,1990,"Santa Fe, NM",323,41,"63,023",Pre 2017,DR,DO,Discontinued,"15,876","17,989","19,656","19,475","13,104",,,,,,,,,,,,,,,,,,,,,,
1995,60045,6045,City of Santa Fe - Social Services Transportation Program,Inactive,Full Reporter,Santa Fe,NM,1990,"Santa Fe, NM",323,41,"63,023",Pre 2017,DR,PT,Discontinued,"58,678","58,490","58,954",,,,,,,,,,,,,,,,,,,,,,,,
2017,60048,6048,Capital Metropolitan Transportation Authority(CMTA),Active,Full Reporter,Austin,TX,2010,"Austin, TX",37,523,"1,362,416",Existing 2017,CB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,"32,761",,0,,,
2017,60048,6048,Capital Metropolitan Transportation Authority(CMTA),Active,Full Reporter,Austin,TX,2010,"Austin, TX",37,523,"1,362,416",Existing 2017,CB,PT,Operating,,,,,,,,,,,,,,,,,,,,,,"4,192","36,780","39,564","40,132","40,182","40,364"
2017,60048,6048,Capital Metropolitan Transportation Authority(CMTA),Active,Full Reporter,Austin,TX,2010,"Austin, TX",37,523,"1,362,416",Existing 2017,CR,PT,Discontinued,,,,,,,,,,,,,,,,,,,,"2,533",0,0,,0,,,
2017,60048,6048,Capital Metropolitan Transportation Authority(CMTA),Active,Full Reporter,Austin,TX,2010,"Austin, TX",37,523,"1,362,416",Existing 2017,DR,DO,Discontinued,"139,127","143,164","143,644","154,427","167,297",,"178,416","173,305","177,637","161,847","196,073","185,248","199,296","208,312","222,526","199,879","213,284","228,371","213,251","230,871","241,291","204,046",,0,,,
2017,60048,6048,Capital Metropolitan Transportation Authority(CMTA),Active,Full Reporter,Austin,TX,2010,"Austin, TX",37,523,"1,362,416",Existing 2017,DR,PT,Operating,"6,533","6,552","18,944","19,380","20,828",,"35,107","36,118","9,585",749,780,760,930,952,"1,020",0,"72,678","68,447","80,783","2,588","30,802","104,261","314,473","333,772","367,735","382,088","380,052"
2017,60048,6048,Capital Metropolitan Transportation Authority(CMTA),Active,Full Reporter,Austin,TX,2010,"Austin, TX",37,523,"1,362,416",Existing 2017,DT,PT,Discontinued,,,,,,,,,,,,,,,,,,,,"49,848","36,343","8,780","5,187","5,598","7,043","6,725",
2017,60048,6048,Capital Metropolitan Transportation Authority(CMTA),Active,Full Reporter,Austin,TX,2010,"Austin, TX",37,523,"1,362,416",Existing 2017,MB,DO,Discontinued,"428,687","430,662","425,080","501,589","451,802",,"644,695","672,806","768,804","776,979","790,168","849,720","872,683","859,316","823,514","783,050","779,159","794,938","759,352","679,591","693,325","632,112",,0,,,
2017,60048,6048,Capital Metropolitan Transportation Authority(CMTA),Active,Full Reporter,Austin,TX,2010,"Austin, TX",37,523,"1,362,416",Existing 2017,MB,PT,Operating,"201,264","179,797","192,331","223,282","195,434",,"198,004","226,659","242,223","244,153","250,681","257,892","262,606","245,704","236,392","259,480","307,613","317,155","343,283","363,219","397,959","400,423","1,039,621","1,065,774","1,162,528","1,222,015","1,230,076"
2017,60048,6048,Capital Metropolitan Transportation Authority(CMTA),Active,Full Reporter,Austin,TX,2010,"Austin, TX",37,523,"1,362,416",Existing 2017,RB,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,,0,,0,,,
