Last Report Year,AgencyID,Legacy NTD ID,Agency Name,Agency Status,Reporter Type,City,State,Census Year,Primary UZA Name,UZA,UZA Area SQ Miles,UZA Population,2017 Status,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
2017,55319,,Oneida-Vilas Transit Commission,Active,Rural Reporter,Rhinelander,WI,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,,,,,$0 ,,$0 ,,,"$73,034 ","$631,839 "
2017,55320,,Faribault-Martin Counties Joint Powers,Active,Rural Reporter,Fairmont,MN,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,,,,,$0 ,,$0 ,,,"$412,518 ","$1,244,740 "
2017,55321,,Peoples Express,Active,Rural Reporter,Whitmore Lake,MI,2010,,,,,New in 2017,,,,,,,,,,,,,,,,,,,,,$0 ,,$0 ,,,,"$325,668 "
2017,55322,,Western-Washtenaw Area Value Express,Active,Rural Reporter,Chelsea,MI,2010,,,,,New in 2017,,,,,,,,,,,,,,,,,,,,,$0 ,,$0 ,,,,"$200,931 "
2017,55323,,Pioneer Resources - Muskegon,Active,Rural Reporter,Muskegon,MI,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,,,,,$0 ,,$0 ,,,"$82,040 ","$563,215 "
2017,55324,3098,Washington County Commissioners(CABL Bus lines),Active,Rural Reporter,Marietta,OH,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,,,,,$0 ,,$0 ,,,"$409,181 ","$414,850 "
2017,55325,,Minnesota River Valley Transit,Active,Rural Reporter,Le Sueur,MN,2010,,,,,New in 2017,,,,,,,,,,,,,,,,,,,,,$0 ,,$0 ,,,,"$332,179 "
2017,55326,,"United Community Action Partnership, Inc.",Active,Rural Reporter,Marshall,MN,2010,,,,,New in 2017,,,,,,,,,,,,,,,,,,,,,$0 ,,$0 ,,,,"$2,149,422 "
2017,55327,,County of Clark,Active,Rural Reporter,Neillsville,WI,2010,,,,,New in 2017,,,,,,,,,,,,,,,,,,,,,$0 ,,$0 ,,,,"$291,612 "
2017,55328,,Horizons of Tuscarawas & Carroll Counties,Active,Rural Reporter,Dover,OH,2010,,,,,New in 2017,,,,,,,,,,,,,,,,,,,,,$0 ,,$0 ,,,,"$1,210,592 "
2017,60001,6001,Amarillo City Transit(ACT),Active,Reduced Reporter,Amarillo,TX,2010,"Amarillo, TX",182,81,"196,651",Existing 2017,"$2,983,781 ","$1,779,487 ","$1,899,662 ","$1,786,567 ","$3,073,790 ","$2,000,763 ","$2,269,171 ","$2,655,561 ","$2,421,790 ","$4,890,020 ","$2,524,483 ","$4,299,334 ","$2,922,968 ","$2,981,223 ","$3,233,763 ","$3,675,356 ","$3,694,892 ","$3,968,911 ","$4,086,841 ","$6,827,747 ","$3,885,977 ","$4,448,474 ","$4,863,997 ","$4,534,569 ","$4,598,917 ","$5,152,926 ","$7,944,893 "
2017,60002,6T02,Chickasaw Nation,Active,Reduced Reporter,Ada,OK,2010,Oklahoma Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,"$756,523 ","$1,154,406 ","$1,622,385 ","$1,339,133 ","$1,337,262 ","$1,437,691 ","$1,846,365 ","$1,897,343 ","$2,209,253 ","$2,873,696 ","$3,264,871 "
2017,60003,6T03,Choctaw Nation of Oklahoma,Active,Reduced Reporter,Hugo,OK,2010,Oklahoma Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,"$158,000 ","$158,000 ","$1,671,869 ","$1,289,957 ","$1,236,032 ","$1,226,788 ","$1,593,878 ","$1,267,032 ","$1,528,131 ","$1,526,020 ","$2,289,297 "
2017,60004,6T04,Citizen Potawatomi Nation(CPN),Active,Reduced Reporter,Shawnee,OK,2010,Oklahoma Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,"$65,000 ","$114,610 ","$651,220 ","$276,000 ","$442,098 ","$503,049 ","$500,767 ","$479,779 ","$447,539 ","$498,067 ","$578,008 "
2017,60005,6T05,Comanche Nation,Active,Reduced Reporter,Lawton,OK,2010,Oklahoma Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,"$859,328 ","$1,039,908 ","$800,931 ","$794,416 ","$872,078 ","$1,111,006 ","$917,800 ","$1,101,266 "
2017,60006,6006,Mass Transit Department - City of El Paso(Sun Metro),Active,Full Reporter,El Paso,TX,2010,"El Paso, TX-NM",53,251,"803,086",Existing 2017,"$34,795,869 ","$34,745,224 ","$23,580,429 ","$31,921,121 ","$39,325,583 ","$33,498,317 ","$37,524,171 ","$35,878,173 ","$34,690,526 ","$42,920,331 ","$45,576,826 ","$47,154,450 ","$45,484,626 ","$47,379,615 ","$52,802,042 ","$50,954,370 ","$64,736,317 ","$62,448,267 ","$71,126,749 ","$79,099,823 ","$72,155,446 ","$66,912,595 ","$61,985,080 ","$104,166,144 ","$80,643,535 ","$72,256,206 ","$109,559,083 "
2017,60007,6007,Fort Worth Transportation Authority(FWTA),Active,Full Reporter,Fort Worth,TX,2010,"Dallas-Fort Worth-Arlington, TX",6,"1,779","5,121,892",Existing 2017,"$28,199,931 ","$33,870,756 ","$21,667,546 ","$28,377,645 ","$30,186,938 ","$39,599,635 ","$37,074,709 ","$44,709,250 ","$51,598,128 ","$81,818,221 ","$105,789,358 ","$114,211,243 ","$52,607,577 ","$53,739,441 ","$51,527,559 ","$67,241,673 ","$74,955,063 ","$79,513,035 ","$77,107,904 ","$83,882,684 ","$79,453,373 ","$76,750,569 ","$78,672,700 ","$81,490,104 ","$130,655,514 ","$136,685,574 ","$294,099,221 "
2017,60008,6008,"Metropolitan Transit Authority of Harris County, Texas (Metro)",Active,Full Reporter,Houston,TX,2010,"Houston, TX",7,"1,660","4,944,332",Existing 2017,"$409,980,567 ","$392,869,852 ","$373,725,249 ","$297,045,106 ","$300,069,889 ","$455,691,070 ","$475,115,748 ","$457,649,828 ","$482,676,810 ","$518,041,605 ","$571,958,354 ","$508,318,220 ","$587,423,065 ","$553,197,499 ","$508,169,367 ","$474,938,219 ","$594,757,470 ","$665,537,067 ","$640,585,518 ","$751,965,243 ","$806,499,047 ","$907,001,026 ","$1,002,441,616 ","$824,276,644 ","$767,153,839 ","$678,651,178 ","$709,263,931 "
2017,60009,6009,"Laredo Transit Management, Inc.(El Metro)",Active,Full Reporter,Laredo,TX,2010,"Laredo, TX",157,66,"235,730",Existing 2017,"$6,658,951 ","$5,672,966 ","$7,209,102 ","$12,009,928 ","$15,535,785 ","$16,599,239 ","$17,247,323 ","$10,999,702 ","$16,632,143 ","$8,748,269 ","$10,381,437 ","$11,027,967 ","$11,924,143 ","$12,063,876 ","$12,035,313 ","$16,314,419 ","$13,052,892 ","$13,466,705 ","$14,796,429 ","$13,371,112 ","$17,694,985 ","$14,297,024 ","$16,583,434 ","$14,521,771 ","$15,279,190 ","$15,854,195 ","$16,000,352 "
2017,60010,6010,"City Transit Management Company, Inc.(Citibus)",Active,Full Reporter,Lubbock,TX,2010,"Lubbock, TX",155,96,"237,356",Existing 2017,"$3,503,340 ","$4,358,787 ","$3,697,412 ","$3,396,592 ","$3,868,697 ","$6,780,408 ","$12,319,850 ","$6,146,176 ","$5,985,379 ","$8,726,420 ","$8,420,912 ","$7,831,494 ","$7,107,605 ","$8,683,142 ","$10,950,188 ","$12,456,473 ","$9,828,271 ","$10,055,841 ","$12,630,062 ","$13,954,562 ","$10,386,405 ","$12,615,162 ","$13,524,947 ","$11,213,309 ","$11,665,232 ","$12,136,024 ","$15,983,896 "
2017,60011,6011,VIA Metropolitan Transit(VIA),Active,Full Reporter,San Antonio,TX,2010,"San Antonio, TX",26,597,"1,758,210",Existing 2017,"$85,400,628 ","$75,873,108 ","$120,436,536 ","$72,091,617 ","$78,763,366 ","$79,540,384 ","$83,073,472 ","$86,382,661 ","$118,476,689 ","$108,501,825 ","$155,219,079 ","$103,876,320 ","$125,872,604 ","$110,082,433 ","$123,967,122 ","$145,162,905 ","$144,452,001 ","$175,634,636 ","$157,063,744 ","$182,071,050 ","$178,398,977 ","$207,309,584 ","$229,047,488 ","$223,463,576 ","$237,287,828 ","$254,015,234 ","$404,317,240 "
2017,60012,6012,"Waco Transit System, Inc.(WTS)",Active,Full Reporter,Waco,TX,2010,"Waco, TX",196,90,"172,378",Existing 2017,"$1,085,501 ","$3,197,248 ","$1,827,795 ","$1,459,391 ","$1,545,111 ","$1,750,830 ","$1,790,630 ","$1,735,361 ","$3,672,997 ","$3,033,923 ","$2,436,973 ","$2,644,736 ","$2,987,199 ","$5,329,533 ","$7,007,626 ","$4,113,549 ","$3,697,595 ","$6,655,677 ","$6,166,692 ","$6,285,600 ","$4,709,450 ","$4,870,119 ","$4,946,241 ","$5,182,110 ","$5,903,980 ","$6,358,503 ","$8,381,191 "
2017,60013,6013,Port Arthur Transit(PAT),Active,Reduced Reporter,Port Arthur,TX,2010,"Port Arthur, TX",215,106,"153,150",Existing 2017,"$2,042,534 ","$2,053,287 ","$1,216,953 ","$1,215,266 ","$1,311,959 ","$1,081,580 ","$1,528,873 ","$1,022,272 ","$1,192,810 ","$1,290,763 ","$1,369,608 ","$1,672,648 ","$1,682,856 ","$1,583,316 ","$1,586,015 ","$4,942,345 ","$1,912,608 ","$1,939,446 ","$1,983,676 ","$3,393,966 ","$2,421,594 ","$2,902,452 ","$3,657,391 ","$2,892,286 ","$3,697,083 ","$2,095,216 ","$2,327,141 "
2017,60014,6014,City of Brownsville - Brownsville Metro(BMetro),Active,Full Reporter,Brownsville,TX,2010,"Brownsville, TX",164,82,"217,585",Existing 2017,"$5,638,391 ","$2,956,385 ","$2,299,671 ","$2,684,996 ","$2,714,144 ","$3,113,052 ","$3,000,227 ","$3,529,085 ","$4,602,481 ",$0 ,"$7,377,380 ","$4,334,997 ","$4,623,254 ","$5,503,682 ","$6,650,343 ","$5,815,274 ","$11,396,932 ","$10,018,991 ","$8,067,879 ","$12,606,070 ","$20,069,422 ","$9,112,795 ","$8,111,875 ","$10,609,762 ","$13,737,231 ","$8,712,469 ","$8,231,244 "
2017,60015,6015,Island Transit(I T),Active,Reduced Reporter,Galveston,TX,2010,Texas Non-UZA,0,0,0,Existing 2017,"$4,289,553 ","$2,360,320 ","$2,057,590 ","$1,672,060 ","$1,919,313 ","$1,804,531 ","$2,023,582 ","$2,165,381 ",$0 ,$0 ,"$3,087,069 ","$5,685,366 ","$5,566,516 ","$3,023,952 ","$5,011,563 ","$4,468,622 ","$5,001,418 ",$0 ,"$9,178,968 ","$5,828,378 ","$4,485,299 ","$7,358,375 ","$7,611,550 ","$5,100,493 ","$7,765,412 ","$7,969,541 ","$9,342,997 "
2017,60016,6016,Beaumont Municipal Transit System(BMT),Active,Full Reporter,Beaumont,TX,2010,"Beaumont, TX",222,92,"147,922",Existing 2017,"$2,755,219 ","$1,817,604 ","$2,050,958 ","$2,116,830 ","$3,056,907 ","$2,399,523 ","$2,397,082 ","$2,640,990 ","$2,715,775 ","$3,511,374 ","$3,309,987 ","$3,907,110 ","$4,503,983 ","$3,941,547 ","$3,952,287 ","$4,101,523 ","$5,671,226 ","$5,739,516 ","$10,724,966 ","$5,594,254 ","$4,982,764 ","$5,016,455 ","$5,253,407 ","$5,292,647 ","$5,214,674 ","$5,210,643 ","$7,067,494 "
2017,60017,6017,Central Oklahoma Transportation and Parking Authority(COTPA),Active,Full Reporter,Oklahoma City,OK,2010,"Oklahoma City, OK",51,411,"861,505",Existing 2017,"$9,706,283 ","$9,103,449 ","$10,507,818 ","$9,639,076 ","$9,900,504 ","$9,957,496 ","$14,711,486 ","$13,052,068 ","$16,335,163 ","$14,111,324 ","$21,694,600 ","$20,982,233 ","$21,045,827 ","$25,883,018 ","$16,442,006 ","$20,330,971 ","$20,175,408 ","$19,830,135 ","$24,653,530 ","$23,527,792 ","$23,839,457 ","$24,361,329 ","$32,272,153 ","$29,505,597 ","$26,210,023 ","$35,251,014 ","$60,413,477 "
2017,60018,6018,Metropolitan Tulsa Transit Authority(MTTA),Active,Full Reporter,Tulsa,OK,2010,"Tulsa, OK",62,336,"655,479",Existing 2017,"$8,466,935 ","$10,779,413 ","$10,091,039 ","$9,892,209 ","$11,160,536 ","$12,565,349 ","$14,208,682 ","$17,873,527 ","$18,537,255 ","$16,079,189 ","$20,570,895 ","$16,575,870 ","$15,995,429 ","$16,215,086 ","$21,583,740 ","$18,864,455 ","$17,156,538 ","$20,570,263 ","$20,260,494 ","$18,539,261 ","$21,572,680 ","$28,592,018 ","$21,395,932 ","$20,844,587 ","$19,061,967 ","$19,339,051 ","$27,151,255 "
2017,60019,6019,City of Albuquerque Transit Department(ABQ Ride),Active,Full Reporter,Albuquerque,NM,2010,"Albuquerque, NM",56,251,"741,318",Existing 2017,"$13,281,734 ","$13,470,399 ","$14,864,168 ","$15,902,463 ","$17,094,467 ","$19,361,038 ","$32,460,235 ","$21,087,827 ","$22,408,674 ","$28,512,514 ","$34,218,372 ","$34,151,808 ","$35,213,786 ","$37,191,753 ","$48,355,886 ","$50,893,829 ","$48,553,310 ","$59,096,346 ","$72,426,759 ","$51,701,581 ","$44,801,466 ","$51,974,167 ","$52,030,387 ","$70,131,686 ","$54,263,227 ","$71,278,815 ","$54,491,646 "
2015,60020,6020,Louisiana Department of Transportation & Development(LA DOTD),Inactive,Full Reporter,Baton Rouge,LA,2010,"New Orleans, LA",49,251,"899,703",Pre 2017,"$6,066,394 ","$4,738,205 ","$4,193,760 ","$5,732,382 ","$4,020,747 ","$5,116,499 ","$4,773,188 ","$4,844,847 ","$5,363,025 ","$7,113,399 ","$9,161,860 ","$6,215,130 ","$7,152,239 ","$9,260,978 ","$9,104,494 ","$9,439,482 ","$9,641,138 ","$9,903,892 ","$9,097,831 ","$10,098,593 ","$10,460,497 ","$10,146,207 ","$10,182,419 ","$10,609,119 ",,,
1998,60021,6021,"Louisiana Transit Company, Inc.",Inactive,Full Reporter,Harahan,LA,1990,"New Orleans, LA",33,270,"1,040,226",Pre 2017,"$3,565,565 ","$3,665,417 ","$4,092,944 ","$3,869,416 ","$3,821,800 ","$3,974,977 ","$7,098,584 ","$7,931,775 ",,,,,,,,,,,,,,,,,,,
2017,60022,6022,Capital Area Transit System(CATS),Active,Full Reporter,Baton Rouge,LA,2010,"Baton Rouge, LA",68,367,"594,309",Existing 2017,"$4,744,590 ","$4,582,642 ","$4,516,810 ","$4,777,895 ","$5,864,181 ","$9,439,165 ","$11,560,121 ","$8,286,821 ","$9,861,098 ","$11,952,165 ","$13,204,579 ","$11,827,658 ","$12,379,822 ","$11,969,616 ","$14,538,828 ","$31,790,546 ","$14,833,727 ","$16,439,824 ","$15,931,942 ","$15,124,097 ","$17,274,758 ","$16,772,224 ","$19,773,684 ","$29,321,680 ","$29,744,775 ","$35,359,795 ","$31,918,066 "
2017,60023,6023,Lake Charles Transit System(LCTS),Active,Reduced Reporter,Lake Charles,LA,2010,"Lake Charles, LA",228,127,"143,440",Existing 2017,"$1,282,774 ","$1,721,120 ","$1,048,622 ","$1,224,269 ","$1,350,055 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,$0 ,$0 ,"$5,729,133 ","$2,700,746 ","$2,292,874 ","$3,073,749 ","$2,828,833 ","$3,066,179 "
2017,60024,6024,Shreveport Area Transit System(SporTran),Active,Full Reporter,Shreveport,LA,2010,"Shreveport, LA",126,185,"298,317",Existing 2017,"$6,528,063 ","$6,699,368 ","$6,116,274 ","$6,430,043 ","$6,955,436 ","$9,976,053 ","$7,403,432 ","$7,579,121 ","$8,900,801 ","$9,777,593 ","$7,923,083 ","$8,129,925 ","$11,997,771 ","$8,810,841 ","$11,857,254 ","$10,411,926 ","$12,833,844 ","$13,439,366 ","$12,670,581 ","$15,106,928 ","$19,128,627 ","$14,796,408 ","$15,470,265 ","$14,899,897 ","$16,570,758 ","$15,022,476 ","$25,787,007 "
2017,60025,6025,City of Alexandria(Atrans),Active,Reduced Reporter,Alexandria,LA,2010,"Alexandria, LA",346,66,"82,804",Existing 2017,"$1,681,647 ","$1,684,829 ","$1,469,361 ","$1,595,389 ","$2,311,020 ","$1,851,934 ","$2,007,639 ","$2,066,154 ","$1,929,492 ","$2,055,881 ","$2,174,182 ","$2,200,029 ","$3,474,430 ","$2,042,725 ","$1,765,755 ","$2,358,769 ","$3,506,971 ","$2,975,662 ","$2,852,970 ","$2,954,304 ","$2,690,533 ","$4,289,936 ","$3,569,391 ","$2,879,747 ","$3,353,842 ","$3,211,676 ","$2,986,494 "
2017,60026,6026,City of Monroe Transit System(MTS),Active,Reduced Reporter,Monroe,LA,2010,"Monroe, LA",272,82,"116,533",Existing 2017,"$2,134,681 ","$2,033,386 ","$1,956,382 ","$1,934,656 ","$1,863,153 ","$2,308,125 ","$2,207,162 ","$3,104,429 ","$2,439,860 ","$2,577,513 ","$2,555,343 ","$2,873,353 ","$3,962,062 ","$2,742,835 ","$2,686,813 ","$4,099,808 ","$3,331,006 ","$4,727,923 ","$6,353,584 ","$3,946,709 ","$4,934,657 ","$4,582,728 ","$5,088,138 ","$5,575,118 ","$5,486,307 ","$5,459,428 ","$6,777,828 "
1998,60029,6029,Westside Transit Lines,Inactive,Full Reporter,Gretna,LA,1990,"New Orleans, LA",33,270,"1,040,226",Pre 2017,"$3,014,338 ","$6,458,517 ","$3,716,882 ","$4,279,110 ","$4,216,437 ","$4,248,944 ","$7,307,657 ","$7,352,377 ",,,,,,,,,,,,,,,,,,,
2017,60032,6032,New Orleans Regional Transit Authority(NORTA),Active,Full Reporter,New Orleans,LA,2010,"New Orleans, LA",49,251,"899,703",Existing 2017,"$102,256,270 ","$109,725,866 ","$88,806,439 ","$107,540,597 ","$103,893,633 ","$101,256,529 ","$122,301,688 ","$103,370,976 ","$108,025,698 ","$106,008,377 ","$125,513,504 ","$141,238,084 ","$160,055,479 ","$135,915,417 ",$0 ,"$89,215,893 ","$88,693,284 ","$119,757,948 ","$126,092,542 ","$150,344,932 ","$119,734,230 ","$143,725,588 ","$98,725,024 ","$110,394,449 ","$108,581,821 ","$130,028,549 ","$141,703,834 "
2017,60033,6033,Central Arkansas Transit Authority(CATA),Active,Full Reporter,North Little Rock,AR,2010,"Little Rock, AR",88,258,"431,388",Existing 2017,"$5,723,839 ","$5,755,080 ","$5,352,464 ","$5,769,669 ","$6,680,532 ","$11,756,503 ","$8,192,629 ","$9,777,434 ","$10,024,271 ","$13,924,236 ","$13,640,889 ","$10,468,793 ","$22,065,750 ","$22,948,990 ","$12,978,581 ","$20,129,530 ","$17,223,571 ","$17,558,799 ","$15,550,561 ","$23,384,454 ","$16,299,311 ","$17,121,068 ","$19,348,473 ","$18,219,045 ","$28,680,353 ","$18,808,037 ","$22,307,410 "
2017,60034,6034,Pine Bluff Transit(PBT),Active,Reduced Reporter,Pine Bluff,AR,2010,"Pine Bluff, AR",475,37,"53,495",Existing 2017,"$1,314,131 ","$942,575 ","$836,545 ","$1,125,302 ",$0 ,$0 ,$0 ,"$1,017,599 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,$0 ,$0 ,"$1,313,829 ","$1,299,993 ","$1,627,196 ","$1,679,520 ","$1,409,796 ","$1,209,906 "
2017,60035,6035,Wichita Falls Transit System,Active,Reduced Reporter,Wichita Falls,TX,2010,"Wichita Falls, TX",301,50,"99,437",Existing 2017,"$706,185 ","$945,468 ","$691,819 ","$689,236 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,$0 ,"$2,067,007 ","$2,623,216 ","$5,407,613 ","$2,648,840 ","$2,569,197 ","$2,625,340 ","$2,576,796 "
2006,60037,6037,City of San Angelo(COSA),Inactive,Full Reporter,San Angelo,TX,2000,"San Angelo, TX",293,46,"87,969",Pre 2017,"$795,376 ","$1,268,845 ","$1,077,446 ","$1,402,164 ","$1,277,543 ","$1,146,946 ","$1,004,618 ","$1,393,241 ","$952,405 ","$1,363,214 ","$1,274,070 ","$1,840,978 ","$1,390,071 ","$1,581,061 ","$1,446,992 ","$1,724,604 ",,,,,,,,,,,
2017,60038,6038,Lafayette Transit System(LTS),Active,Full Reporter,Lafayette,LA,2010,"Lafayette, LA",148,179,"252,720",Existing 2017,"$1,723,771 ","$2,951,812 ","$1,886,296 ","$2,065,333 ","$2,474,084 ","$2,296,550 ","$2,514,939 ","$2,430,758 ","$2,145,186 ","$3,212,453 ","$3,328,907 ","$4,010,940 ","$6,896,617 ","$5,003,191 ","$4,501,949 ","$3,483,951 ","$4,330,630 ","$4,270,818 ","$5,431,620 ","$12,200,675 ","$9,953,251 ","$5,315,265 ","$7,781,837 ","$6,070,856 ","$6,508,024 ","$5,988,575 ","$5,905,675 "
2017,60040,6040,CityLink Transit(CityLink),Active,Reduced Reporter,Abilene,TX,2010,"Abilene, TX",282,55,"110,421",Existing 2017,"$1,312,092 ","$3,570,732 ","$1,162,584 ","$1,351,138 ","$1,240,463 ","$1,925,325 ","$1,419,471 ","$2,715,909 ","$1,780,138 ","$2,648,737 ","$2,294,937 ","$2,442,720 ","$2,305,244 ","$2,853,675 ","$2,919,341 ","$4,761,693 ","$3,951,496 ","$3,965,048 ","$3,050,009 ","$3,413,556 ","$3,390,974 ","$3,683,940 ","$4,338,642 ","$3,812,804 ","$3,485,376 ","$3,838,383 ","$4,716,048 "
2017,60041,6041,Handitran Special Transit Division - City of Arlington(Handitran),Active,Full Reporter,Arlington,TX,2010,"Dallas-Fort Worth-Arlington, TX",6,"1,779","5,121,892",Existing 2017,"$890,917 ","$1,081,496 ","$1,399,160 ","$817,860 ","$1,439,132 ","$1,577,889 ","$1,479,548 ","$1,931,957 ","$1,481,003 ","$2,066,796 ","$1,630,186 ","$1,954,128 ","$2,542,969 ","$2,061,860 ","$2,599,546 ","$2,031,103 ","$2,137,745 ","$3,476,020 ","$2,405,360 ","$3,328,248 ","$2,433,004 ","$3,070,782 ","$3,913,795 ","$2,933,263 ","$3,397,315 ","$4,194,935 ","$3,619,806 "
1995,60045,6045,City of Santa Fe - Social Services Transportation Program,Inactive,Full Reporter,Santa Fe,NM,1990,"Santa Fe, NM",323,41,"63,023",Pre 2017,"$446,169 ","$1,230,229 ","$692,723 ","$427,931 ","$396,154 ",,,,,,,,,,,,,,,,,,,,,,
2017,60048,6048,Capital Metropolitan Transportation Authority(CMTA),Active,Full Reporter,Austin,TX,2010,"Austin, TX",37,523,"1,362,416",Existing 2017,"$58,490,077 ","$61,794,752 ","$59,422,851 ","$72,452,025 ","$70,531,870 ",$0 ,"$86,984,540 ","$120,014,755 ","$102,672,205 ","$125,167,027 ","$131,559,253 ","$137,252,476 ","$165,336,272 ","$172,692,312 ","$172,689,246 ","$172,458,206 ","$183,163,716 ","$209,625,709 ","$228,324,576 ","$191,696,012 ","$181,057,085 ","$206,235,507 ","$222,253,977 ","$227,328,117 ","$229,572,018 ","$273,597,848 ","$333,505,629 "
2017,60049,6049,Las Cruces Area Transit(RoadRUNNER Transit),Active,Reduced Reporter,Las Cruces,NM,2010,"Las Cruces, NM",250,65,"128,600",Existing 2017,"$1,003,026 ","$1,055,371 ","$1,491,536 ","$1,398,621 ","$1,541,366 ","$2,066,347 ","$1,662,243 ","$1,766,874 ","$1,914,484 ","$2,703,479 ","$1,802,082 ","$1,911,600 ","$2,171,964 ","$2,579,428 ","$4,869,396 ","$3,333,942 ","$3,268,590 ","$3,868,920 ","$5,584,841 ","$4,482,273 ","$4,105,865 ","$4,315,398 ","$6,307,838 ","$5,061,006 ","$4,858,475 ","$4,852,531 ","$4,941,384 "
2017,60051,6051,Corpus Christi Regional Transportation Authority(The B),Active,Full Reporter,Corpus Christi,TX,2010,"Corpus Christi, TX",116,120,"320,069",Existing 2017,"$20,300,057 ","$17,923,549 ","$18,072,158 ","$17,462,252 ","$22,068,642 ","$18,721,039 ","$15,119,510 ","$15,463,740 ","$16,743,548 ","$20,833,298 ","$23,070,870 ","$26,139,816 ","$26,802,676 ","$28,292,899 ","$18,930,740 ","$20,396,065 ","$23,619,228 ","$29,879,442 ","$35,691,810 ","$25,940,767 ","$29,621,322 ","$39,003,723 ","$35,589,982 ","$34,328,886 ","$50,382,938 ","$41,079,590 ","$47,249,686 "
2006,60053,6053,Texoma Council of Governments Transportation Department(TCOG),Inactive,Full Reporter,Sherman,TX,2000,"Sherman, TX",407,32,"56,168",Pre 2017,"$298,249 ","$403,234 ","$615,512 ","$470,745 ","$477,847 ","$490,960 ","$1,011,719 ","$629,216 ","$768,798 ","$827,696 ","$890,535 ","$1,028,919 ","$903,496 ","$1,039,521 ","$1,050,803 ","$992,120 ",,,,,,,,,,,
1995,60054,6054,City of Sherman,Inactive,Full Reporter,Sherman,TX,1990,"Sherman-Denison, TX",367,63,"55,522",Pre 2017,$0 ,$0 ,$0 ,$0 ,$0 ,,,,,,,,,,,,,,,,,,,,,,
2017,60056,6056,Dallas Area Rapid Transit(DART),Active,Full Reporter,Dallas,TX,2010,"Dallas-Fort Worth-Arlington, TX",6,"1,779","5,121,892",Existing 2017,"$316,640,269 ","$182,390,455 ","$208,538,388 ","$408,027,226 ","$443,075,495 ","$444,591,903 ","$355,104,185 ","$406,018,825 ","$504,069,201 ","$652,348,853 ","$589,207,745 ","$569,848,124 ","$519,130,513 ","$496,507,734 ","$511,834,455 ","$586,098,812 ","$812,585,638 ","$1,049,418,334 ","$1,312,085,491 ","$1,207,156,542 ","$1,023,661,679 ","$932,193,274 ","$916,927,512 ","$897,672,604 ","$909,971,085 ","$830,209,205 ","$772,853,553 "
2002,60057,6057,"ATE Management and Service Company, Inc.",Inactive,Full Reporter,Garland,TX,2000,"Dallas-Fort Worth-Arlington, TX",6,"1,407","4,145,659",Pre 2017,$0 ,"$23,261,010 ","$22,966,263 ","$23,625,193 ","$25,800,929 ","$36,296,150 ","$39,055,471 ","$40,170,872 ","$44,276,119 ","$41,084,441 ","$36,534,295 ","$35,131,243 ",,,,,,,,,,,,,,,
2017,60058,6058,St. Bernard Urban Rapid Transit(SBURT),Active,Reduced Reporter,Chalmette,LA,2010,"New Orleans, LA",49,251,"899,703",Existing 2017,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,$0 ,"$561,813 ","$699,790 ","$873,312 ","$636,813 ","$1,353,171 ","$653,484 ","$456,738 "
2017,60059,6059,Brazos Transit District(The District),Active,Full Reporter,Bryan,TX,2010,"College Station-Bryan, TX",197,71,"171,345",Existing 2017,"$939,556 ","$1,184,395 ","$1,677,620 ","$1,614,999 ","$1,612,364 ","$2,115,896 ","$1,680,503 ","$1,211,239 ","$1,590,684 ","$1,824,531 ","$1,598,613 ","$1,747,198 ","$3,604,054 ","$4,197,170 ","$3,453,268 ","$4,014,362 ","$4,108,214 ","$13,215,593 ","$14,393,295 ","$21,231,246 ","$14,797,494 ","$14,742,262 ","$12,205,905 ","$14,207,801 ","$10,889,919 ","$8,848,872 ","$11,050,398 "
