Last Report Year,NTD ID,AgencyID,Agency Name,Agency Status,Reporter Type,City,State,Census Year,UZA Name,UZA,UZA Area SQ Miles,UZA Population,2017 Status,Mode,Service,Mode Status,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
2017,50021,5021,Portage Area Regional Transportation Authority(PARTA),Active,Full Reporter,Kent,OH,2010,"Akron, OH",71,325,"569,499",Existing 2017,MB,DO,Operating,,,,,,"$74,396 ",,"$165,196 ","$290,486 ","$253,781 ","$358,684 ","$675,639 ","$1,513,981 ","$2,566,032 ","$2,739,777 ","$2,852,482 ","$3,120,014 ","$3,557,955 ","$3,465,158 ","$3,643,543 ","$4,209,002 ","$4,384,341 ","$4,493,497 ","$4,656,507 ","$4,604,829 ","$4,433,589 ","$4,786,221 "
2017,50021,5021,Portage Area Regional Transportation Authority(PARTA),Active,Full Reporter,Kent,OH,2010,"Akron, OH",71,325,"569,499",Existing 2017,MB,PT,Discontinued,,,,,,"$99,233 ",,,,,,,,,,,,,,,$0 ,$0 ,,$0 ,,,
2017,50022,5022,Toledo Area Regional Transit Authority(TARTA),Active,Full Reporter,Toledo,OH,2010,"Toledo, OH-MI",80,240,"507,643",Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,"$868,065 ","$3,598,615 ","$4,508,957 ","$6,393,425 ","$7,027,380 ","$7,130,151 ","$7,799,237 ","$7,544,480 ","$6,788,042 ","$6,574,774 "
2017,50022,5022,Toledo Area Regional Transit Authority(TARTA),Active,Full Reporter,Toledo,OH,2010,"Toledo, OH-MI",80,240,"507,643",Existing 2017,DR,PT,Operating,"$734,508 ","$752,953 ","$759,808 ","$807,672 ","$838,000 ","$829,966 ","$857,618 ","$923,335 ","$1,047,182 ","$1,475,220 ","$1,808,665 ","$2,149,119 ","$2,333,639 ","$2,464,236 ","$2,779,063 ","$3,261,354 ","$3,582,198 ","$3,141,963 ",,,$0 ,$0 ,,$0 ,"$374,584 ","$851,777 ","$1,077,915 "
2017,50022,5022,Toledo Area Regional Transit Authority(TARTA),Active,Full Reporter,Toledo,OH,2010,"Toledo, OH-MI",80,240,"507,643",Existing 2017,MB,DO,Operating,"$16,913,369 ","$17,741,211 ","$16,305,015 ","$16,391,202 ","$15,456,968 ","$16,010,718 ","$16,009,984 ","$15,771,647 ","$15,687,103 ","$17,693,931 ","$18,699,619 ","$20,127,166 ","$22,705,837 ","$22,948,300 ","$24,551,466 ","$24,247,544 ","$24,216,922 ","$24,954,393 ","$23,942,953 ","$20,471,520 ","$19,770,384 ","$19,690,594 ","$18,091,646 ","$18,792,560 ","$19,920,514 ","$22,020,393 ","$20,917,335 "
2017,50024,5024,Western Reserve Transit Authority(WRTA),Active,Full Reporter,Youngstown,OH,2010,"Youngstown, OH-PA",97,241,"387,550",Existing 2017,DR,DO,Operating,"$231,750 ","$237,187 ","$240,215 ","$262,325 ","$265,669 ","$335,570 ","$366,788 ","$369,835 ","$423,791 ","$409,923 ","$427,556 ","$489,939 ","$502,396 ","$604,120 ","$690,031 ","$703,176 ","$670,002 ","$599,047 ","$635,465 ","$759,373 ","$1,150,024 ","$1,347,557 ","$1,497,868 ","$1,580,344 ","$1,525,800 ","$1,588,551 ","$1,716,348 "
2017,50024,5024,Western Reserve Transit Authority(WRTA),Active,Full Reporter,Youngstown,OH,2010,"Youngstown, OH-PA",97,241,"387,550",Existing 2017,MB,DO,Operating,"$4,106,285 ","$3,985,575 ","$4,058,103 ","$4,135,710 ","$3,923,674 ","$3,854,484 ","$4,029,033 ","$3,998,838 ","$4,697,461 ","$5,227,880 ","$5,503,525 ","$5,627,920 ","$6,158,264 ","$6,645,458 ","$7,115,151 ","$7,084,075 ","$5,790,166 ","$4,705,744 ","$6,199,921 ","$7,257,879 ","$7,447,561 ","$7,619,302 ","$7,829,312 ","$8,078,653 ","$8,360,334 ","$8,577,798 ","$8,862,344 "
2017,50024,5024,Western Reserve Transit Authority(WRTA),Active,Full Reporter,Youngstown,OH,2010,"Youngstown, OH-PA",97,241,"387,550",Existing 2017,MB,PT,Discontinued,,,,,,,,,,,,$0 ,,,,,,,,,$0 ,$0 ,,$0 ,,,
2017,50025,5025,Duluth Transit Authority(DTA),Active,Full Reporter,Duluth,MN,2010,"Duluth, MN-WI",260,70,"120,378",Existing 2017,DR,PT,Operating,"$234,184 ","$288,644 ","$267,458 ","$267,717 ","$285,333 ","$360,304 ","$386,873 ","$423,567 ","$461,287 ","$443,677 ","$437,998 ","$449,422 ","$499,631 ","$535,703 ","$573,396 ","$630,307 ","$616,680 ","$655,882 ","$637,806 ","$637,692 ","$695,879 ","$741,183 ","$764,533 ","$808,072 ","$862,708 ","$883,289 ","$925,001 "
2017,50025,5025,Duluth Transit Authority(DTA),Active,Full Reporter,Duluth,MN,2010,"Duluth, MN-WI",260,70,"120,378",Existing 2017,MB,DO,Operating,"$8,221,628 ","$7,125,376 ","$7,191,156 ","$7,680,291 ","$7,612,378 ","$7,746,134 ","$7,942,270 ","$7,819,770 ","$8,025,807 ","$8,372,204 ","$8,609,742 ","$9,086,668 ","$8,991,581 ","$8,912,037 ","$9,583,336 ","$9,741,600 ","$10,198,212 ","$11,172,048 ","$10,878,650 ","$11,408,052 ","$12,276,427 ","$12,716,990 ","$12,697,760 ","$13,293,653 ","$13,372,308 ","$13,966,577 ","$15,680,025 "
2017,50026,5026,"City of Moorhead, DBA: Metropolitan Area Transit(MATBUS)",Active,Full Reporter,Moorhead,MN,2010,"Fargo, ND-MN",194,70,"176,676",Existing 2017,DR,PT,Operating,"$87,671 ","$92,065 ",,"$111,720 ","$113,731 ","$85,941 ","$69,660 ","$78,591 ","$81,647 ","$79,913 ","$83,840 ","$84,414 ","$38,283 ","$13,968 ","$15,846 ","$22,479 ","$86,466 ",,"$157,119 ","$180,732 ","$195,991 ","$181,485 ","$211,707 ","$208,460 ","$211,735 ","$245,281 ","$259,924 "
2017,50026,5026,"City of Moorhead, DBA: Metropolitan Area Transit(MATBUS)",Active,Full Reporter,Moorhead,MN,2010,"Fargo, ND-MN",194,70,"176,676",Existing 2017,MB,PT,Operating,"$553,738 ","$586,411 ",,"$678,914 ","$663,244 ","$698,530 ","$714,480 ","$766,826 ","$823,480 ","$857,519 ","$913,320 ","$984,259 ","$1,017,248 ","$1,018,820 ","$1,127,072 ","$1,258,636 ","$1,308,929 ",,"$1,356,937 ","$1,406,447 ","$1,495,653 ","$1,551,647 ","$1,656,857 ","$1,940,318 ","$1,964,125 ","$1,923,970 ","$2,139,606 "
2017,50027,5027,Metro Transit ,Active,Full Reporter,Minneapolis,MN,2010,"Minneapolis-St. Paul, MN-WI",16,"1,022","2,650,890",Existing 2017,CR,PT,Operating,,,,,,,,,,,,,,,,,,,"$4,977,709 ","$15,591,215 ","$15,957,385 ","$16,419,740 ","$17,753,560 ","$15,238,880 ","$15,709,365 ","$16,677,279 ","$15,261,800 "
2017,50027,5027,Metro Transit ,Active,Full Reporter,Minneapolis,MN,2010,"Minneapolis-St. Paul, MN-WI",16,"1,022","2,650,890",Existing 2017,LR,DO,Operating,,,,,,,,,,,,,,"$8,367,914 ","$16,664,314 ","$18,725,334 ","$21,926,838 ","$23,697,504 ","$25,002,424 ","$25,736,123 ","$25,715,820 ","$27,886,232 ","$32,424,866 ","$48,918,097 ","$64,704,993 ","$66,536,024 ","$70,924,094 "
2017,50027,5027,Metro Transit ,Active,Full Reporter,Minneapolis,MN,2010,"Minneapolis-St. Paul, MN-WI",16,"1,022","2,650,890",Existing 2017,MB,DO,Operating,"$108,722,654 ","$114,184,322 ","$120,133,309 ","$130,312,977 ","$124,891,098 ","$130,417,074 ","$133,936,822 ","$150,667,544 ","$161,271,500 ","$168,935,338 ","$185,396,184 ","$191,673,162 ","$193,979,531 ","$186,088,934 ","$200,781,147 ","$208,249,261 ","$217,203,606 ","$229,035,325 ","$237,818,021 ","$240,242,682 ","$243,024,333 ","$248,515,225 ","$264,370,523 ","$280,779,921 ","$296,522,809 ","$298,237,875 ","$290,671,637 "
2017,50027,5027,Metro Transit ,Active,Full Reporter,Minneapolis,MN,2010,"Minneapolis-St. Paul, MN-WI",16,"1,022","2,650,890",Existing 2017,MB,PT,Discontinued,"$439,126 ","$448,619 ","$475,215 ","$539,619 ","$311,455 ","$136,724 ","$164,352 ","$165,636 ",,,,,,,,,,,,,$0 ,$0 ,,$0 ,,,
2017,50028,5028,St. Cloud Metropolitan Transit Commission(Metro Bus),Active,Full Reporter,St. Cloud,MN,2010,"St. Cloud, MN",281,50,"110,621",Existing 2017,CB,DO,Operating,,,,,,,,,,,,,,,,,,,,,"$503,412 ","$500,757 ","$506,553 ","$766,840 ","$822,328 ","$843,969 ","$855,407 "
2017,50028,5028,St. Cloud Metropolitan Transit Commission(Metro Bus),Active,Full Reporter,St. Cloud,MN,2010,"St. Cloud, MN",281,50,"110,621",Existing 2017,DR,DO,Operating,,,,,"$35,305 ","$41,469 ","$39,283 ","$49,873 ","$751,437 ","$1,173,834 ","$1,352,370 ","$1,488,944 ","$1,655,936 ","$1,908,764 ","$2,145,741 ","$2,388,963 ","$2,499,825 ","$2,598,493 ","$2,785,634 ","$2,877,028 ","$2,869,244 ","$2,808,287 ","$2,807,368 ","$3,048,999 ","$3,390,770 ","$3,542,926 ","$3,697,826 "
2017,50028,5028,St. Cloud Metropolitan Transit Commission(Metro Bus),Active,Full Reporter,St. Cloud,MN,2010,"St. Cloud, MN",281,50,"110,621",Existing 2017,DR,PT,Discontinued,"$227,955 ","$288,957 ","$318,540 ","$371,299 ","$483,848 ","$502,714 ","$608,099 ","$630,138 ","$118,825 ","$21,745 ","$8,931 ",,,,,,,,,,$0 ,$0 ,,$0 ,,,
2017,50028,5028,St. Cloud Metropolitan Transit Commission(Metro Bus),Active,Full Reporter,St. Cloud,MN,2010,"St. Cloud, MN",281,50,"110,621",Existing 2017,MB,DO,Operating,"$1,338,670 ","$1,836,560 ","$2,009,414 ","$2,097,261 ","$2,117,460 ","$2,217,089 ","$2,408,009 ","$2,630,788 ","$2,626,520 ","$2,977,878 ","$3,267,966 ","$3,210,542 ","$3,464,118 ","$3,803,978 ","$4,086,275 ","$4,537,842 ","$4,631,464 ","$5,440,089 ","$5,803,103 ","$5,985,246 ","$6,036,877 ","$6,309,145 ","$6,544,243 ","$6,907,007 ","$6,965,493 ","$7,029,100 ","$7,562,188 "
2017,50028,5028,St. Cloud Metropolitan Transit Commission(Metro Bus),Active,Full Reporter,St. Cloud,MN,2010,"St. Cloud, MN",281,50,"110,621",Existing 2017,MB,PT,Discontinued,"$14,593 ","$19,017 ","$35,180 ","$40,083 ","$67,561 ",,,,,,,,,,,,,,,,$0 ,$0 ,,$0 ,,,
2017,50029,5029,Bay Metropolitan Transit Authority(Bay Metro),Active,Full Reporter,Bay City,MI,2010,"Bay City, MI",390,40,"70,585",Existing 2017,DR,DO,Operating,"$507,399 ","$1,023,659 ","$1,122,417 ","$1,179,188 ","$1,183,792 ","$1,314,761 ","$1,438,094 ","$1,596,332 ","$1,670,582 ","$2,034,515 ","$2,463,150 ","$2,512,747 ","$2,863,205 ","$3,015,944 ","$2,071,106 ","$2,229,610 ","$2,034,317 ","$2,171,600 ","$2,199,399 ","$2,393,396 ","$2,603,689 ","$2,690,538 ","$2,617,061 ","$2,919,416 ","$2,652,980 ","$2,704,443 ","$2,713,027 "
2017,50029,5029,Bay Metropolitan Transit Authority(Bay Metro),Active,Full Reporter,Bay City,MI,2010,"Bay City, MI",390,40,"70,585",Existing 2017,MB,DO,Operating,"$1,179,490 ","$2,568,506 ","$2,664,928 ","$2,649,754 ","$2,707,393 ","$2,474,096 ","$2,474,306 ","$2,746,751 ","$2,954,505 ","$3,002,652 ","$3,073,391 ","$3,170,257 ","$3,504,264 ","$3,561,578 ","$4,817,038 ","$4,615,650 ","$4,670,418 ","$5,155,564 ","$4,773,264 ","$4,944,656 ","$5,624,406 ","$5,315,352 ","$5,179,487 ","$5,338,133 ","$5,073,567 ","$5,311,676 ","$5,573,295 "
2017,50030,5030,Battle Creek Transit(BCT),Active,Reduced Reporter,Battle Creek,MI,2010,"Battle Creek, MI",363,53,"78,393",Existing 2017,DR,DO,Operating,"$497,246 ","$533,593 ","$586,481 ","$610,133 ","$631,669 ","$645,717 ","$997,154 ","$740,686 ","$766,210 ","$884,361 ","$905,715 ","$979,788 ","$1,038,965 ","$918,756 ","$916,906 ","$858,782 ","$926,260 ","$949,306 ","$987,953 ","$967,511 ","$880,106 ","$895,787 ","$933,447 ","$1,026,565 ","$973,888 ","$961,545 ","$964,678 "
2017,50030,5030,Battle Creek Transit(BCT),Active,Reduced Reporter,Battle Creek,MI,2010,"Battle Creek, MI",363,53,"78,393",Existing 2017,MB,DO,Operating,"$1,086,465 ","$1,270,536 ","$1,394,260 ","$1,475,385 ","$1,520,832 ","$1,554,507 ","$2,010,094 ","$1,738,020 ","$2,101,205 ","$1,967,414 ","$1,992,119 ","$2,080,410 ","$2,242,305 ","$2,453,019 ","$2,481,804 ","$2,578,862 ","$2,586,043 ","$2,592,673 ","$2,681,343 ","$2,617,845 ","$2,737,233 ","$3,025,822 ","$3,194,488 ","$3,128,241 ","$2,948,614 ","$2,742,407 ","$3,152,495 "
2017,50031,5031,Suburban Mobility Authority for Regional Transportation(SMART),Active,Full Reporter,Detroit,MI,2010,"Detroit, MI",11,"1,337","3,734,090",Existing 2017,DR,DO,Operating,"$6,888,344 ","$7,939,463 ","$7,509,962 ","$8,591,987 ","$8,267,713 ","$8,380,643 ","$9,965,257 ","$10,191,548 ","$11,655,206 ","$11,720,785 ","$13,386,761 ","$12,732,649 ","$13,638,069 ","$14,011,088 ","$15,122,673 ","$15,305,250 ","$15,557,256 ","$16,835,906 ","$16,203,784 ","$16,679,019 ","$17,550,126 ","$16,399,451 ","$15,621,642 ","$15,334,509 ","$16,532,738 ","$18,091,955 ","$18,859,163 "
2017,50031,5031,Suburban Mobility Authority for Regional Transportation(SMART),Active,Full Reporter,Detroit,MI,2010,"Detroit, MI",11,"1,337","3,734,090",Existing 2017,DR,PT,Operating,"$2,325,394 ","$1,904,514 ","$1,538,529 ","$1,826,018 ","$1,317,833 ","$2,541,173 ","$2,659,202 ","$2,712,265 ","$2,892,789 ","$3,026,965 ","$3,205,751 ","$3,482,882 ","$3,852,895 ","$3,957,969 ","$4,126,509 ","$4,153,816 ","$4,386,552 ","$4,649,875 ","$4,717,833 ","$4,778,485 ","$5,045,518 ","$4,611,950 ","$4,640,089 ","$4,554,786 ","$4,284,830 ","$4,276,807 ","$1,642,692 "
2017,50031,5031,Suburban Mobility Authority for Regional Transportation(SMART),Active,Full Reporter,Detroit,MI,2010,"Detroit, MI",11,"1,337","3,734,090",Existing 2017,MB,DO,Operating,"$34,352,751 ","$34,854,675 ","$33,005,966 ","$35,637,433 ","$34,981,934 ","$37,689,373 ","$44,233,037 ","$47,852,679 ","$53,481,869 ","$56,590,070 ","$67,490,254 ","$66,564,633 ","$69,213,889 ","$70,758,404 ","$74,546,288 ","$78,464,972 ","$78,499,753 ","$83,583,942 ","$76,503,267 ","$77,230,679 ","$79,271,572 ","$77,878,600 ","$73,115,633 ","$72,396,358 ","$76,188,897 ","$81,338,786 ","$80,885,488 "
2017,50031,5031,Suburban Mobility Authority for Regional Transportation(SMART),Active,Full Reporter,Detroit,MI,2010,"Detroit, MI",11,"1,337","3,734,090",Existing 2017,MB,PT,Separate,"$1,244,682 ","$4,085,933 ","$4,224,443 ","$4,227,426 ","$785,058 ","$725,778 ","$727,529 ","$799,536 ","$787,423 ","$836,383 ","$923,225 ","$949,014 ","$1,001,031 ","$1,121,762 ","$1,077,897 ","$1,364,776 ","$1,257,990 ","$1,368,605 ","$1,454,765 ","$1,482,044 ","$1,499,970 ","$1,493,079 ","$1,489,446 ","$1,666,412 ","$1,604,773 ","$1,622,115 ","$132,929 "
2017,50032,5032,Mass Transportation Authority (MTA),Active,Full Reporter,Flint,MI,2010,"Flint, MI",106,236,"356,218",Existing 2017,DR,DO,Operating,,,,,"$1,176,088 ","$1,519,809 ","$2,363,718 ","$5,768,151 ","$6,405,549 ","$6,226,199 ","$6,296,353 ","$6,198,755 ","$8,234,447 ","$8,776,489 ","$11,061,489 ","$11,229,395 ","$11,042,591 ","$12,922,102 ","$12,600,212 ","$12,846,666 ","$11,561,920 ","$11,495,564 ","$13,075,563 ","$11,623,482 ","$11,750,202 ","$12,605,699 ","$14,740,623 "
2017,50032,5032,Mass Transportation Authority (MTA),Active,Full Reporter,Flint,MI,2010,"Flint, MI",106,236,"356,218",Existing 2017,DR,PT,Operating,"$791,147 ","$885,970 ","$1,222,173 ","$1,633,580 ","$595,891 ","$216,356 ","$215,265 ",,,,,,,,,,,,"$97,171 ","$100,936 ","$115,765 ","$131,309 ","$110,574 ","$110,836 ","$118,443 ","$114,051 ","$115,176 "
2017,50032,5032,Mass Transportation Authority (MTA),Active,Full Reporter,Flint,MI,2010,"Flint, MI",106,236,"356,218",Existing 2017,MB,DO,Operating,"$5,852,353 ","$7,427,914 ","$10,061,431 ","$10,061,725 ","$9,013,754 ","$9,753,610 ","$10,600,218 ","$11,462,295 ","$14,526,865 ","$14,471,058 ","$14,412,345 ","$14,343,325 ","$9,712,998 ","$10,744,142 ","$11,873,152 ","$11,917,500 ","$13,243,072 ","$14,912,166 ","$13,789,094 ","$14,318,532 ","$15,361,685 ","$16,956,963 ","$17,526,814 ","$16,559,240 ","$16,852,330 ","$18,057,129 ","$17,509,971 "
2017,50033,5033,Interurban Transit Partnership(The Rapid),Active,Full Reporter,Grand Rapids,MI,2010,"Grand Rapids, MI",70,281,"569,935",Existing 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,"$242,176 ","$151,193 ","$83,697 ",,$0 ,$0 ,,$0 ,,,
2017,50033,5033,Interurban Transit Partnership(The Rapid),Active,Full Reporter,Grand Rapids,MI,2010,"Grand Rapids, MI",70,281,"569,935",Existing 2017,DR,PT,Operating,"$1,210,546 ","$1,403,187 ","$1,836,946 ","$1,984,344 ","$2,078,888 ","$2,218,609 ","$2,466,099 ","$2,961,609 ","$4,226,110 ","$4,832,897 ","$5,631,491 ","$5,427,250 ","$5,959,467 ","$5,972,944 ","$6,381,519 ","$6,888,889 ","$7,180,507 ","$8,196,843 ","$8,542,646 ","$8,453,206 ","$8,997,920 ","$8,922,143 ","$8,352,817 ","$8,811,495 ","$8,332,285 ","$7,325,176 ","$7,625,447 "
2017,50033,5033,Interurban Transit Partnership(The Rapid),Active,Full Reporter,Grand Rapids,MI,2010,"Grand Rapids, MI",70,281,"569,935",Existing 2017,DT,PT,Discontinued,,,,,,,,,,,,,,,,,,,,"$150,769 ","$175,227 ","$164,548 ",,$0 ,,,
2017,50033,5033,Interurban Transit Partnership(The Rapid),Active,Full Reporter,Grand Rapids,MI,2010,"Grand Rapids, MI",70,281,"569,935",Existing 2017,MB,DO,Operating,"$6,422,335 ","$7,038,252 ","$7,059,504 ","$7,409,998 ","$8,224,627 ","$9,564,411 ","$9,233,642 ","$9,349,860 ","$10,353,979 ","$12,260,671 ","$15,560,579 ","$15,795,617 ","$17,103,090 ","$17,100,247 ","$20,212,731 ","$21,622,993 ","$22,764,153 ","$25,305,342 ","$26,302,105 ","$26,750,657 ","$27,865,308 ","$31,527,187 ","$32,531,146 ","$34,139,788 ","$33,422,350 ","$32,534,733 ","$32,775,208 "
2017,50033,5033,Interurban Transit Partnership(The Rapid),Active,Full Reporter,Grand Rapids,MI,2010,"Grand Rapids, MI",70,281,"569,935",Existing 2017,MB,PT,Discontinued,,,,,,,,,,"$422,138 ",,,,,,,,,,,$0 ,$0 ,,$0 ,,,
2017,50033,5033,Interurban Transit Partnership(The Rapid),Active,Full Reporter,Grand Rapids,MI,2010,"Grand Rapids, MI",70,281,"569,935",Existing 2017,RB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,$0 ,,"$350,260 ","$2,139,648 ","$2,083,308 ","$2,098,600 "
2017,50033,5033,Interurban Transit Partnership(The Rapid),Active,Full Reporter,Grand Rapids,MI,2010,"Grand Rapids, MI",70,281,"569,935",Existing 2017,VP,DO,Operating,,,,,,,,,,,,,,,,"$28,871 ","$235,138 ","$296,295 ","$299,207 ","$265,293 ","$267,276 ","$339,217 ","$367,398 ","$401,962 ","$385,681 ","$340,224 ","$334,030 "
2017,50033,5033,Interurban Transit Partnership(The Rapid),Active,Full Reporter,Grand Rapids,MI,2010,"Grand Rapids, MI",70,281,"569,935",Existing 2017,VP,PT,Discontinued,,,,,,,,,,,,,,,"$33,320 ","$17,953 ","$5,871 ",,,,$0 ,$0 ,,$0 ,,,
2017,50034,5034,City of Jackson Transportation Authority(JTA),Active,Full Reporter,Jackson,MI,2010,"Jackson, MI",324,58,"90,057",Existing 2017,DR,DO,Operating,"$1,181,752 ","$1,124,869 ","$1,204,318 ","$1,267,917 ","$1,514,948 ","$1,594,517 ","$1,729,556 ","$1,890,595 ","$2,319,209 ","$3,259,444 ","$3,446,690 ","$3,381,087 ","$4,035,136 ","$3,797,726 ","$3,781,771 ","$3,550,607 ","$2,901,070 ","$2,565,489 ","$2,412,950 ","$2,197,211 ","$2,269,203 ","$2,241,198 ","$2,319,082 ","$1,795,218 ","$1,946,027 ","$1,658,729 ","$1,544,801 "
2017,50034,5034,City of Jackson Transportation Authority(JTA),Active,Full Reporter,Jackson,MI,2010,"Jackson, MI",324,58,"90,057",Existing 2017,DT,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,,"$55,939 ","$53,074 ","$35,949 ","$37,070 ",,
2017,50034,5034,City of Jackson Transportation Authority(JTA),Active,Full Reporter,Jackson,MI,2010,"Jackson, MI",324,58,"90,057",Existing 2017,MB,DO,Operating,"$1,332,613 ","$1,375,023 ","$1,358,059 ","$1,488,427 ","$1,290,509 ","$1,304,606 ","$1,304,755 ","$1,313,806 ","$1,362,073 ","$1,679,107 ","$1,407,808 ","$1,381,010 ","$1,274,252 ","$1,334,336 ","$1,398,734 ","$1,550,841 ","$1,778,076 ","$1,935,368 ","$1,909,009 ","$2,077,522 ","$2,155,922 ","$2,083,714 ","$2,133,406 ","$2,697,942 ","$2,322,840 ","$2,567,329 ","$2,532,274 "
2017,50035,5035,Central County Transportation Authority(Metro Transit),Active,Full Reporter,Kalamazoo,MI,2010,"Kalamazoo, MI",173,132,"209,703",Existing 2017,DR,DO,Discontinued,,,,,,,,,,,"$18,059 ","$12,715 ","$21,481 ","$37,254 ","$28,258 ","$24,998 ","$26,739 ","$20,980 ",,,$0 ,$0 ,,$0 ,,,
2017,50035,5035,Central County Transportation Authority(Metro Transit),Active,Full Reporter,Kalamazoo,MI,2010,"Kalamazoo, MI",173,132,"209,703",Existing 2017,DR,PT,Operating,,,,"$60,579 ","$151,861 ","$213,748 ","$168,483 ","$225,052 ","$449,337 ","$455,484 ","$389,726 ","$475,161 ","$605,152 ","$797,246 ","$2,211,099 ","$2,904,194 ","$2,840,322 ","$3,319,684 ","$3,667,034 ","$3,620,617 ","$3,531,469 ","$3,753,349 ","$3,689,933 ","$3,972,684 ","$4,078,014 ","$3,215,534 ","$4,705,793 "
2017,50035,5035,Central County Transportation Authority(Metro Transit),Active,Full Reporter,Kalamazoo,MI,2010,"Kalamazoo, MI",173,132,"209,703",Existing 2017,MB,DO,Operating,"$3,800,632 ","$3,924,473 ","$4,005,808 ","$4,052,847 ","$4,064,542 ","$4,172,117 ","$4,487,217 ","$5,044,151 ","$5,475,344 ","$6,335,905 ","$6,752,396 ","$7,861,996 ","$8,685,179 ","$9,065,343 ","$8,879,782 ","$9,029,419 ","$8,750,658 ","$9,234,651 ","$8,995,272 ","$8,664,349 ","$9,582,523 ","$9,726,419 ","$9,365,838 ","$9,862,694 ","$8,980,328 ","$6,794,973 ","$10,978,076 "
2017,50035,5035,Central County Transportation Authority(Metro Transit),Active,Full Reporter,Kalamazoo,MI,2010,"Kalamazoo, MI",173,132,"209,703",Existing 2017,MB,PT,Discontinued,"$142,540 ","$145,838 ","$147,594 ","$119,810 ","$115,768 ","$126,444 ",,,,,,,,,,,,,,,$0 ,$0 ,,$0 ,,,
2017,50035,5035,Central County Transportation Authority(Metro Transit),Active,Full Reporter,Kalamazoo,MI,2010,"Kalamazoo, MI",173,132,"209,703",Existing 2017,VP,DO,Discontinued,,,,,,,,,,,,,,,"$89,300 ","$74,254 ","$104,361 ","$100,406 ","$102,694 ","$68,759 ","$34,216 ","$48,989 ","$86,150 ",$0 ,,,
2017,50036,5036,Capital Area Transportation Authority(CATA),Active,Full Reporter,Lansing,MI,2010,"Lansing, MI",118,158,"313,532",Existing 2017,DR,DO,Operating,"$807,846 ","$1,346,189 ","$870,363 ","$946,007 ","$1,008,652 ","$1,099,580 ","$1,111,826 ","$1,185,117 ","$1,462,995 ","$2,015,056 ","$2,066,528 ","$2,428,449 ","$3,054,969 ","$3,674,946 ","$4,071,814 ","$3,973,726 ","$4,230,887 ","$4,539,404 ","$5,137,331 ","$5,325,876 ","$5,039,838 ","$4,992,241 ","$5,149,117 ","$6,424,536 ","$8,313,495 ","$6,265,731 ","$6,312,271 "
2017,50036,5036,Capital Area Transportation Authority(CATA),Active,Full Reporter,Lansing,MI,2010,"Lansing, MI",118,158,"313,532",Existing 2017,DR,PT,Operating,"$1,152,047 ","$1,315,429 ","$1,961,576 ","$2,329,635 ","$2,119,149 ","$2,250,944 ","$2,422,458 ","$2,664,782 ","$3,068,475 ","$4,018,681 ","$4,120,972 ","$4,344,577 ","$4,186,785 ","$4,096,730 ","$4,262,580 ","$4,699,792 ","$5,082,808 ","$5,617,902 ","$5,481,572 ","$6,109,161 ","$6,400,427 ","$9,081,605 ","$8,553,253 ","$8,026,298 ","$8,258,653 ","$7,382,391 ","$7,670,240 "
2017,50036,5036,Capital Area Transportation Authority(CATA),Active,Full Reporter,Lansing,MI,2010,"Lansing, MI",118,158,"313,532",Existing 2017,MB,DO,Operating,"$7,364,175 ","$9,979,393 ","$10,279,007 ","$10,107,255 ","$9,678,055 ","$10,427,820 ","$10,348,509 ","$11,413,201 ","$13,819,126 ","$16,137,846 ","$17,420,929 ","$18,408,248 ","$19,557,189 ","$20,637,906 ","$21,689,010 ","$22,513,206 ","$23,026,866 ","$25,204,119 ","$25,179,532 ","$27,622,938 ","$26,880,499 ","$27,486,519 ","$27,453,846 ","$28,576,116 ","$31,174,445 ","$29,125,497 ","$30,213,694 "
2017,50036,5036,Capital Area Transportation Authority(CATA),Active,Full Reporter,Lansing,MI,2010,"Lansing, MI",118,158,"313,532",Existing 2017,RB,DO,Building,,,,,,,,,,,,,,,,,,,,,,$0 ,,$0 ,,,$0 
2017,50036,5036,Capital Area Transportation Authority(CATA),Active,Full Reporter,Lansing,MI,2010,"Lansing, MI",118,158,"313,532",Existing 2017,RB,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,$0 ,,$0 ,
2017,50037,5037,Muskegon Area Transit System(MATS),Active,Reduced Reporter,Muskegon Heights,MI,2010,"Muskegon, MI",207,112,"161,280",Existing 2017,DR,DO,Operating,,,,,,"$124,484 ","$120,233 ","$189,474 ","$182,574 ","$184,983 ","$210,128 ","$212,754 ","$272,338 ","$335,476 ","$383,196 ","$408,254 ","$397,381 ","$375,292 ","$337,118 ","$329,617 ","$550,173 ","$675,238 ","$891,516 ","$941,877 ","$1,072,622 ","$1,020,707 ","$1,157,260 "
